Sentence_ID,sentence,Tokens,POS_Tags,Dialect
n03001019,"لو أن منافست ه الديمقراطية فازت ب الانتخابات , ل كانت "" رهن التحقيق ل سنوات "" حسب تأكيد ه .","['لو', 'أن', 'منافست', 'ه', 'الديمقراطية', 'فازت', 'ب', 'الانتخابات', ',', 'ل', 'كانت', '""', 'رهن', 'التحقيق', 'ل', 'سنوات', '""', 'حسب', 'تأكيد', 'ه', '.']","['ADP', 'SCONJ', 'NOUN', 'PRON', 'ADJ', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PART', 'AUX', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PRON', 'PUNCT']",Sudan
n03001023,"سخر أوباما قائلاً : "" إن لم يكن ب وسع أحد هم التحكم ب حسابٍ على تويتر , لن يكون ب وسع ه التحكم ب الشفرة النووية "" .","['سخر', 'أوباما', 'قائلاً', ':', '""', 'إن', 'لم', 'يكن', 'ب', 'وسع', 'أحد', 'هم', 'التحكم', 'ب', 'حسابٍ', 'على', 'تويتر', ',', 'لن', 'يكون', 'ب', 'وسع', 'ه', 'التحكم', 'ب', 'الشفرة', 'النووية', '""', '.']","['VERB', 'PROPN', 'ADJ', 'PUNCT', 'PUNCT', 'ADP', 'PART', 'VERB', 'ADP', 'NOUN', 'DET', 'PRON', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PART', 'VERB', 'ADP', 'NOUN', 'PRON', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'PUNCT']",Egypt
n03001030,"وفق البرنامج , س تتحدث عند الساعة 23:45 .","['وفق', 'البرنامج', ',', 'س', 'تتحدث', 'عند', 'الساعة', '23:45', '.']","['ADP', 'NOUN', 'PUNCT', 'PART', 'VERB', 'ADP', 'NOUN', 'NUM', 'PUNCT']",Modern Standard Arabic
n03002003,"يوم الثلاثاء , قد تنتخب الولايات المتحدة الأمريكية أول رئيسةٍ في تاريخ ها .","['يوم', 'الثلاثاء', ',', 'قد', 'تنتخب', 'الولايات', 'المتحدة', 'الأمريكية', 'أول', 'رئيسةٍ', 'في', 'تاريخ', 'ها', '.']","['ADV', 'PROPN', 'PUNCT', 'PART', 'VERB', 'PROPN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PRON', 'PUNCT']",Modern Standard Arabic
n03002010,"من ناحية أخرى , علاقات السيدة كلينتون مع القارة على مدى السنوات العشرين الماضية لم تكن مرضية بتاتاً .","['من', 'ناحية', 'أخرى', ',', 'علاقات', 'السيدة', 'كلينتون', 'مع', 'القارة', 'على', 'مدى', 'السنوات', 'العشرين', 'الماضية', 'لم', 'تكن', 'مرضية', 'بتاتاً', '.']","['ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'PART', 'AUX', 'ADJ', 'ADV', 'PUNCT']",Modern Standard Arabic
n03003025,اتخذ المحافظون الإسلاميون في حزب العدالة و التنمية هذا الرفض ك مبررٍ ل لاستجوابات .,"['اتخذ', 'المحافظون', 'الإسلاميون', 'في', 'حزب', 'العدالة', 'و', 'التنمية', 'هذا', 'الرفض', 'ك', 'مبررٍ', 'ل', 'لاستجوابات', '.']","['VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PRON', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",Algeria
n03003036,"يتطلب الأمر غالبيةً مع حزب آخر , تحديداً أصوات 367 نائباً ( من بين 550 ) , في حين المطلوب 330 صوتاً ل إجراء استفتاء .","['يتطلب', 'الأمر', 'غالبيةً', 'مع', 'حزب', 'آخر', ',', 'تحديداً', 'أصوات', '367', 'نائباً', '(', 'من', 'بين', '550', ')', ',', 'في', 'حين', 'المطلوب', '330', 'صوتاً', 'ل', 'إجراء', 'استفتاء', '.']","['VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'NUM', 'PUNCT', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Modern Standard Arabic
n03004003,"في يوم الثلاثاء , الثالث من تشرين الثاني , قرر عمدة سان - غودانس ( في إقليم غارون العليا ) تعليق اتفاقية التنمية الحضرية الموقعة مع الحكومة المشكلة عام 2014 .","['في', 'يوم', 'الثلاثاء', ',', 'الثالث', 'من', 'تشرين', 'الثاني', ',', 'قرر', 'عمدة', 'سان', '-', 'غودانس', '(', 'في', 'إقليم', 'غارون', 'العليا', ')', 'تعليق', 'اتفاقية', 'التنمية', 'الحضرية', 'الموقعة', 'مع', 'الحكومة', 'المشكلة', 'عام', '2014', '.']","['ADP', 'NOUN', 'PROPN', 'PUNCT', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'PROPN', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADV', 'NUM', 'PUNCT']",Modern Standard Arabic
n03005007,"يشرف الأخير على انتخابات الجمهوريين التمهيدية , التي تدعم في ها رشيدة داتي ترشيح نيكولا ساركوزي .","['يشرف', 'الأخير', 'على', 'انتخابات', 'الجمهوريين', 'التمهيدية', ',', 'التي', 'تدعم', 'في', 'ها', 'رشيدة', 'داتي', 'ترشيح', 'نيكولا', 'ساركوزي', '.']","['VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADP', 'PRON', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']",Algeria
n03005025,"في الخطاب , اتهمت وزيرة العدل السابقة بريس هورتيفي ب أن ه "" فاشي "" و "" وزير ( أحمق ) الداخلية "" و "" بلطجي "" .","['في', 'الخطاب', ',', 'اتهمت', 'وزيرة', 'العدل', 'السابقة', 'بريس', 'هورتيفي', 'ب', 'أن', 'ه', '""', 'فاشي', '""', 'و', '""', 'وزير', '(', 'أحمق', ')', 'الداخلية', '""', 'و', '""', 'بلطجي', '""', '.']","['ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'PROPN', 'PROPN', 'ADP', 'SCONJ', 'PRON', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'PUNCT', 'ADJ', 'PUNCT', 'PUNCT']",Modern Standard Arabic
n03006003,ما هي القيود التي من شأن ها منع التعبير عن المعتقدات الدينية في الشركات الخاصة ؟,"['ما', 'هي', 'القيود', 'التي', 'من', 'شأن', 'ها', 'منع', 'التعبير', 'عن', 'المعتقدات', 'الدينية', 'في', 'الشركات', 'الخاصة', '؟']","['PRON', 'PRON', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PRON', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT']",Modern Standard Arabic
n03006008,حتى لو كانت الغالبية العظمى من الحالات التي تنشأ في مكانا ل عمل يمكن حل ها من دون نزاعات .,"['حتى', 'لو', 'كانت', 'الغالبية', 'العظمى', 'من', 'الحالات', 'التي', 'تنشأ', 'في', 'مكانا', 'ل', 'عمل', 'يمكن', 'حل', 'ها', 'من', 'دون', 'نزاعات', '.']","['PART', 'ADP', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'PRON', 'ADP', 'ADP', 'NOUN', 'PUNCT']",Oman
n03006016,هل يسمح ل لعاملين ب إبقاء أغراض دينية على مكاتب هم ؟,"['هل', 'يسمح', 'ل', 'لعاملين', 'ب', 'إبقاء', 'أغراض', 'دينية', 'على', 'مكاتب', 'هم', '؟']","['PART', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'PUNCT']",Modern Standard Arabic
n03006028,"تعرب نقابة "" فورس أوفريير "" عن أسف ها على أن ملاحظات ها على محتوى الدليل لم تدرج , و قالت السيدة جيلار : "" لم يجر أي تشاور حقيقي "" .","['تعرب', 'نقابة', '""', 'فورس', 'أوفريير', '""', 'عن', 'أسف', 'ها', 'على', 'أن', 'ملاحظات', 'ها', 'على', 'محتوى', 'الدليل', 'لم', 'تدرج', ',', 'و', 'قالت', 'السيدة', 'جيلار', ':', '""', 'لم', 'يجر', 'أي', 'تشاور', 'حقيقي', '""', '.']","['VERB', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'PRON', 'ADP', 'SCONJ', 'NOUN', 'PRON', 'ADP', 'NOUN', 'NOUN', 'PART', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT', 'PART', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'PUNCT']",Modern Standard Arabic
n03006034,"الدليل إشكالي , أولاً ل أن ه وضع "" في سياق حالة طوارئ "" .","['الدليل', 'إشكالي', ',', 'أولاً', 'ل', 'أن', 'ه', 'وضع', '""', 'في', 'سياق', 'حالة', 'طوارئ', '""', '.']","['NOUN', 'ADJ', 'PUNCT', 'ADV', 'ADP', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT']",Oman
n03007003,أدرج القانون الوقت المستغرق ل لذهاب إلى منازل العملاء ضمن ساعات العمل .,"['أدرج', 'القانون', 'الوقت', 'المستغرق', 'ل', 'لذهاب', 'إلى', 'منازل', 'العملاء', 'ضمن', 'ساعات', 'العمل', '.']","['VERB', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Oman
n03007006,قدمت المنظمتان طعناً رفضت ه محكمة النقض في الثاني عشر من تشرين الأول .,"['قدمت', 'المنظمتان', 'طعناً', 'رفضت', 'ه', 'محكمة', 'النقض', 'في', 'الثاني', 'عشر', 'من', 'تشرين', 'الأول', '.']","['VERB', 'NOUN', 'NOUN', 'VERB', 'PRON', 'PROPN', 'PROPN', 'ADP', 'ADJ', 'NUM', 'ADP', 'PROPN', 'ADJ', 'PUNCT']",Oman
n03007009,"يهدف إلى أخذ وقت الانتقال ب عين الاعتبار بعد خصم هذا من ساعات العمل المنجزة فعلاً , من دون التمكن من قياس الوقت الحقيقي ل لانتقال .","['يهدف', 'إلى', 'أخذ', 'وقت', 'الانتقال', 'ب', 'عين', 'الاعتبار', 'بعد', 'خصم', 'هذا', 'من', 'ساعات', 'العمل', 'المنجزة', 'فعلاً', ',', 'من', 'دون', 'التمكن', 'من', 'قياس', 'الوقت', 'الحقيقي', 'ل', 'لانتقال', '.']","['VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PRON', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT']",Oman
n03007011,وقت العمل المبذول في هذه الساعة الأولى يساوي 45 دقيقة تقريباً .,"['وقت', 'العمل', 'المبذول', 'في', 'هذه', 'الساعة', 'الأولى', 'يساوي', '45', 'دقيقة', 'تقريباً', '.']","['NOUN', 'NOUN', 'ADJ', 'ADP', 'PRON', 'NOUN', 'ADJ', 'VERB', 'NUM', 'NOUN', 'ADV', 'PUNCT']",Oman
n03008011,"و كشف ممثل فرنسا قائلاً "" إيتا في طريق ها إلى الخروج "" .","['و', 'كشف', 'ممثل', 'فرنسا', 'قائلاً', '""', 'إيتا', 'في', 'طريق', 'ها', 'إلى', 'الخروج', '""', '.']","['PART', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'PUNCT', 'PROPN', 'ADP', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PUNCT', 'PUNCT']",Algeria
n03009006,"كما علق قائلاً أن "" وجود مثل هذه الوثيقة قد يؤدي إلى نتائج واعدة ب قدر ما هي غير مرضية "" .","['كما', 'علق', 'قائلاً', 'أن', '""', 'وجود', 'مثل', 'هذه', 'الوثيقة', 'قد', 'يؤدي', 'إلى', 'نتائج', 'واعدة', 'ب', 'قدر', 'ما', 'هي', 'غير', 'مرضية', '""', '.']","['PART', 'VERB', 'ADJ', 'ADP', 'PUNCT', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PRON', 'PRON', 'PART', 'ADJ', 'PUNCT', 'PUNCT']",Oman
n03009011,"يمكن ل لمجلس الوطني الرقمي الفرنسي , الذي يقدم المشورة ب شأن مشاريع القوانين الخاصة ب مسائل التكنولوجيا الرقمية , أن ينظر في الأمر .","['يمكن', 'ل', 'لمجلس', 'الوطني', 'الرقمي', 'الفرنسي', ',', 'الذي', 'يقدم', 'المشورة', 'ب', 'شأن', 'مشاريع', 'القوانين', 'الخاصة', 'ب', 'مسائل', 'التكنولوجيا', 'الرقمية', ',', 'أن', 'ينظر', 'في', 'الأمر', '.']","['VERB', 'ADP', 'PROPN', 'ADJ', 'ADJ', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'VERB', 'ADP', 'NOUN', 'PUNCT']",Modern Standard Arabic
n03010012,"وفقاً ل جريدة لو فيغارو , يمكن ل هذه الخطة الحكومية أن توفر 42 مليون يورو , س تذهب 15,5 مليون من ها ل تحقيق الأمن .","['وفقاً', 'ل', 'جريدة', 'لو', 'فيغارو', ',', 'يمكن', 'ل', 'هذه', 'الخطة', 'الحكومية', 'أن', 'توفر', '42', 'مليون', 'يورو', ',', 'س', 'تذهب', '15,5', 'مليون', 'من', 'ها', 'ل', 'تحقيق', 'الأمن', '.']","['NOUN', 'ADP', 'NOUN', 'DET', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADJ', 'ADP', 'VERB', 'NUM', 'NUM', 'NOUN', 'PUNCT', 'PART', 'VERB', 'NUM', 'NUM', 'ADP', 'PRON', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Modern Standard Arabic
n03010019,ليس لدى فرنسا سمعة طيبة .,"['ليس', 'لدى', 'فرنسا', 'سمعة', 'طيبة', '.']","['VERB', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'PUNCT']",Modern Standard Arabic
n04001002,"ولدت تينا أنسلمي في 25 آذار , 1927 في كاستلفرانكو فينيتو , ترعرعت في كنت عائلة كاثوليكية مناهضة ل لفاشية , و التي اشتهرت ب اضطهاد والد ها الاشتراكي المتشدد .","['ولدت', 'تينا', 'أنسلمي', 'في', '25', 'آذار', ',', '1927', 'في', 'كاستلفرانكو', 'فينيتو', ',', 'ترعرعت', 'في', 'كنت', 'عائلة', 'كاثوليكية', 'مناهضة', 'ل', 'لفاشية', ',', 'و', 'التي', 'اشتهرت', 'ب', 'اضطهاد', 'والد', 'ها', 'الاشتراكي', 'المتشدد', '.']","['VERB', 'PROPN', 'PROPN', 'ADP', 'NUM', 'PROPN', 'PUNCT', 'NUM', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'PROPN', 'PUNCT', 'PART', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PRON', 'ADJ', 'ADJ', 'PUNCT']",Modern Standard Arabic
n04001013,"بما أن ها كانت قريبة دوماً من الاتحاد الكاثوليكي , اهتمت تينا أنسلمي على وجه الخصوص ب حقوق عمال النسيج و المعلمين .","['بما', 'أن', 'ها', 'كانت', 'قريبة', 'دوماً', 'من', 'الاتحاد', 'الكاثوليكي', ',', 'اهتمت', 'تينا', 'أنسلمي', 'على', 'وجه', 'الخصوص', 'ب', 'حقوق', 'عمال', 'النسيج', 'و', 'المعلمين', '.']","['ADP', 'PART', 'PRON', 'AUX', 'ADJ', 'ADV', 'ADP', 'PROPN', 'ADJ', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",Algeria
n04002020,من الصعب تصور أن كليومترات خطوط المترو في إيطاليا أقل من ها في مدريد .,"['من', 'الصعب', 'تصور', 'أن', 'كليومترات', 'خطوط', 'المترو', 'في', 'إيطاليا', 'أقل', 'من', 'ها', 'في', 'مدريد', '.']","['ADP', 'NOUN', 'NOUN', 'SCONJ', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'ADJ', 'ADP', 'PRON', 'ADP', 'PROPN', 'PUNCT']",Oman
n04002027,تم التأكيد على أن نا قطعاً لا نستطيع المواصلة مع أولئك الذين يقفون كلياً ضد إيطالياً .,"['تم', 'التأكيد', 'على', 'أن', 'نا', 'قطعاً', 'لا', 'نستطيع', 'المواصلة', 'مع', 'أولئك', 'الذين', 'يقفون', 'كلياً', 'ضد', 'إيطالياً', '.']","['VERB', 'NOUN', 'ADP', 'SCONJ', 'PRON', 'ADV', 'PART', 'VERB', 'NOUN', 'ADP', 'PRON', 'PRON', 'VERB', 'ADV', 'ADP', 'PROPN', 'PUNCT']",Modern Standard Arabic
n04002029,س نقيم احتمالية و كيفية المواصلة حتى القسم التالي .,"['س', 'نقيم', 'احتمالية', 'و', 'كيفية', 'المواصلة', 'حتى', 'القسم', 'التالي', '.']","['PART', 'VERB', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']",Sudan
n04003043,"الأغنية الناجحة هي "" جيرونيمو "" ل شيبارد .","['الأغنية', 'الناجحة', 'هي', '""', 'جيرونيمو', '""', 'ل', 'شيبارد', '.']","['NOUN', 'ADJ', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT']",Algeria
n04005003,"س يتم تقديم 500 يورو من قبل الدول ل أولئك الذين بلغوا السن , ل ينفقو ها قبل 31 كانون الأول 2017 .","['س', 'يتم', 'تقديم', '500', 'يورو', 'من', 'قبل', 'الدول', 'ل', 'أولئك', 'الذين', 'بلغوا', 'السن', ',', 'ل', 'ينفقو', 'ها', 'قبل', '31', 'كانون', 'الأول', '2017', '.']","['PART', 'VERB', 'NOUN', 'NUM', 'NOUN', 'ADP', 'ADP', 'NOUN', 'ADP', 'PRON', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'ADP', 'VERB', 'PRON', 'ADP', 'NUM', 'PROPN', 'ADJ', 'NUM', 'PUNCT']",Modern Standard Arabic
n04005016,تستحدث قسيمةٌ يمكن حفظ ها في هاتف ك الذكي أو تقديم ها إلى الصراف .,"['تستحدث', 'قسيمةٌ', 'يمكن', 'حفظ', 'ها', 'في', 'هاتف', 'ك', 'الذكي', 'أو', 'تقديم', 'ها', 'إلى', 'الصراف', '.']","['VERB', 'NOUN', 'VERB', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PRON', 'ADJ', 'CCONJ', 'NOUN', 'PRON', 'ADP', 'NOUN', 'PUNCT']",Oman
n04006003,بدءاً من الأول من كانون الثاني س تكون هناك زيادة في البنزين و الديزل .,"['بدءاً', 'من', 'الأول', 'من', 'كانون', 'الثاني', 'س', 'تكون', 'هناك', 'زيادة', 'في', 'البنزين', 'و', 'الديزل', '.']","['NOUN', 'ADP', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'PART', 'VERB', 'ADV', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']",Oman
n04006004,"أعلنت سي جي آي ميستري في مذكرة , أن ه لن تكون هناك أي زيادة في ضريبة القيمة المضافة , حتى عام 2017 على الأقل .","['أعلنت', 'سي', 'جي', 'آي', 'ميستري', 'في', 'مذكرة', ',', 'أن', 'ه', 'لن', 'تكون', 'هناك', 'أي', 'زيادة', 'في', 'ضريبة', 'القيمة', 'المضافة', ',', 'حتى', 'عام', '2017', 'على', 'الأقل', '.']","['VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'SCONJ', 'PRON', 'PART', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'NUM', 'ADP', 'ADJ', 'PUNCT']",Modern Standard Arabic
n04006010,مستوى في كلتا الحالتي هو الأعلى في الاتحاد الأوروبي .,"['مستوى', 'في', 'كلتا', 'الحالتي', 'هو', 'الأعلى', 'في', 'الاتحاد', 'الأوروبي', '.']","['NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'PUNCT']",Sudan
n04006014,"تعود آخر الأرقام إلى 24 تشرين الأول من العام الماضي , و تظهر ل نا أن الديزل لدي نا يكلف 1,335 يورو ل ليتر مقارنةً ب معدل منطقة اليورو الذي يبلغ 1,165 يورو .","['تعود', 'آخر', 'الأرقام', 'إلى', '24', 'تشرين', 'الأول', 'من', 'العام', 'الماضي', ',', 'و', 'تظهر', 'ل', 'نا', 'أن', 'الديزل', 'لدي', 'نا', 'يكلف', '1,335', 'يورو', 'ل', 'ليتر', 'مقارنةً', 'ب', 'معدل', 'منطقة', 'اليورو', 'الذي', 'يبلغ', '1,165', 'يورو', '.']","['VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'VERB', 'ADP', 'PRON', 'SCONJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PRON', 'VERB', 'NUM', 'PROPN', 'PUNCT']",Saudi Arabia
n04006016,"هي كلفة أعلى ب كثير ب حيث تتجاوز ب وضوح المتوسط في الدول التي تتبنى العملة الموحدة , و الذي يعادل 1,365 يورو ل ليتر .","['هي', 'كلفة', 'أعلى', 'ب', 'كثير', 'ب', 'حيث', 'تتجاوز', 'ب', 'وضوح', 'المتوسط', 'في', 'الدول', 'التي', 'تتبنى', 'العملة', 'الموحدة', ',', 'و', 'الذي', 'يعادل', '1,365', 'يورو', 'ل', 'ليتر', '.']","['PRON', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'ADP', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'PART', 'PRON', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",Saudi Arabia
n04007002,"سحب كورادو باسيرا العرض المقدم إلى بنك إم بي إس نتيجة "" موقف الانغلاق التام الذي أبدا ه البنك تجاه نا "" .","['سحب', 'كورادو', 'باسيرا', 'العرض', 'المقدم', 'إلى', 'بنك', 'إم', 'بي', 'إس', 'نتيجة', '""', 'موقف', 'الانغلاق', 'التام', 'الذي', 'أبدا', 'ه', 'البنك', 'تجاه', 'نا', '""', '.']","['NOUN', 'PROPN', 'PROPN', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADJ', 'PRON', 'VERB', 'PRON', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'PUNCT']",Modern Standard Arabic
n04007015,"كما هو موضح , القرار من اختصاص البنك المركزي الأوروبي و س يكون من غير المناسب أن يتحدث البنك ب اسم ه عبر استبعاد إمكانية النظر في بدائل أخرى .","['كما', 'هو', 'موضح', ',', 'القرار', 'من', 'اختصاص', 'البنك', 'المركزي', 'الأوروبي', 'و', 'س', 'يكون', 'من', 'غير', 'المناسب', 'أن', 'يتحدث', 'البنك', 'ب', 'اسم', 'ه', 'عبر', 'استبعاد', 'إمكانية', 'النظر', 'في', 'بدائل', 'أخرى', '.']","['ADP', 'PRON', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADJ', 'ADJ', 'CCONJ', 'PART', 'VERB', 'ADP', 'PART', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PRON', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']",Modern Standard Arabic
n04007018,هذا ما كان مكتوباً في مذكرة إلى بنك إم بي إس بعد قرار الوزير السابق ب ترك الاتفاق .,"['هذا', 'ما', 'كان', 'مكتوباً', 'في', 'مذكرة', 'إلى', 'بنك', 'إم', 'بي', 'إس', 'بعد', 'قرار', 'الوزير', 'السابق', 'ب', 'ترك', 'الاتفاق', '.']","['PRON', 'PRON', 'VERB', 'ADJ', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT']",Oman
n04007023,سوف يخضع ل لتقييم .,"['سوف', 'يخضع', 'ل', 'لتقييم', '.']","['PART', 'VERB', 'ADP', 'NOUN', 'PUNCT']",Oman
n04008007,أبلغ طلاب الجامعة الحرة الدولية ل لدراسات الاجتماعية أثناء اجتماعٍ انعقد في روما .,"['أبلغ', 'طلاب', 'الجامعة', 'الحرة', 'الدولية', 'ل', 'لدراسات', 'الاجتماعية', 'أثناء', 'اجتماعٍ', 'انعقد', 'في', 'روما', '.']","['VERB', 'NOUN', 'PROPN', 'ADJ', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PUNCT']",Oman
n04008016,"صباح اليوم , التقى البابا فرانسيس مارك زوكربيرغ و زوجت ه في بيت القديسة مرثا .","['صباح', 'اليوم', ',', 'التقى', 'البابا', 'فرانسيس', 'مارك', 'زوكربيرغ', 'و', 'زوجت', 'ه', 'في', 'بيت', 'القديسة', 'مرثا', '.']","['ADV', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'NOUN', 'PRON', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']",Modern Standard Arabic
n04009002,"طور أربعة طلاب في جامعة روما الثالثة خوذة دراجة نارية يمكن ها "" قراءة الأفكار "" من خلال المساعدة على توقع تصرفات السائقين .","['طور', 'أربعة', 'طلاب', 'في', 'جامعة', 'روما', 'الثالثة', 'خوذة', 'دراجة', 'نارية', 'يمكن', 'ها', '""', 'قراءة', 'الأفكار', '""', 'من', 'خلال', 'المساعدة', 'على', 'توقع', 'تصرفات', 'السائقين', '.']","['VERB', 'NUM', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'PRON', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']",Modern Standard Arabic
