Sentence_ID,sentence,Tokens,NER_Tags,Dialect
3855,رنة و طنة ذهب يا عيون مش فالصو شاء الله و أكيد نحن نعول على خزاعة و أهلها,"['رنة', 'و', 'طنة', 'ذهب', 'يا', 'عيون', 'مش', 'فالصو', 'شاء', 'الله', 'و', 'أكيد', 'نحن', 'نعول', 'على', 'خزاعة', 'و', 'أهلها']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
3856,أنا إزا هاجرت ع أي مكان رح آخد الشلة الي مش عارف شو أسميها معايا لأنه و حيات قرعتي ما إلهم مثيل بأي مكان في هالكوكب اللعين,"['أنا', 'إزا', 'هاجرت', 'ع', 'أي', 'مكان', 'رح', 'آخد', 'الشلة', 'الي', 'مش', 'عارف', 'شو', 'أسميها', 'معايا', 'لأنه', 'و', 'حيات', 'قرعتي', 'ما', 'إلهم', 'مثيل', 'بأي', 'مكان', 'في', 'هالكوكب', 'اللعين']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']",Lebanon
3857,رقعت ضحكة شبيهة بضحكة منال,"['رقعت', 'ضحكة', 'شبيهة', 'بضحكة', 'منال']","['O', 'O', 'O', 'O', 'O']",Saudi Arabia
3858,الله يبارك فيكي يارب و عقبالك نشوفك في قنوات عالمية و نشخص فيكي,"['الله', 'يبارك', 'فيكي', 'يارب', 'و', 'عقبالك', 'نشوفك', 'في', 'قنوات', 'عالمية', 'و', 'نشخص', 'فيكي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
3859,احنا حبنا حب أفعال و ليس حب أقوال و هيكا ; ),"['احنا', 'حبنا', 'حب', 'أفعال', 'و', 'ليس', 'حب', 'أقوال', 'و', 'هيكا', ';', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
3860,حبايبي و الله الخلايلة,"['حبايبي', 'و', 'الله', 'الخلايلة']","['O', 'O', 'O', 'B-NORP']",Tunisia
3861,ابننا حليوة من يومه و يشهد الله الزنبقة ما بتجيب من دارها,"['ابننا', 'حليوة', 'من', 'يومه', 'و', 'يشهد', 'الله', 'الزنبقة', 'ما', 'بتجيب', 'من', 'دارها']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
3862,ليش على علمي اليوم مريحينهم من وجوهنا,"['ليش', 'على', 'علمي', 'اليوم', 'مريحينهم', 'من', 'وجوهنا']","['O', 'O', 'O', 'B-DATE', 'O', 'O', 'O']",Yemen
3863,و اللي واقع بالهوى كيف بدو يتوب,"['و', 'اللي', 'واقع', 'بالهوى', 'كيف', 'بدو', 'يتوب']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3864,بلغني مكتبهم الاعلامي انه بكرة بعد صلاة الضهر من المسجد العمري لمفترق السرايا بس حشوفكم بعدها حسب ما وصلتني الانباء,"['بلغني', 'مكتبهم', 'الاعلامي', 'انه', 'بكرة', 'بعد', 'صلاة', 'الضهر', 'من', 'المسجد', 'العمري', 'لمفترق', 'السرايا', 'بس', 'حشوفكم', 'بعدها', 'حسب', 'ما', 'وصلتني', 'الانباء']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
3865,بكرة عندي تغطية مسيرة حزب التحرير الي زعلانين على الخلافة الإسلامية,"['بكرة', 'عندي', 'تغطية', 'مسيرة', 'حزب', 'التحرير', 'الي', 'زعلانين', 'على', 'الخلافة', 'الإسلامية']","['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'B-ORG', 'I-ORG']",Libya
3866,الله يحرق أهله الي خلانا نصير أون لاين ع الفيس حتى و احنا اوف لاين و بعدين مع هالشغلة يالله كل غزة صارت مشتقالي,"['الله', 'يحرق', 'أهله', 'الي', 'خلانا', 'نصير', 'أون', 'لاين', 'ع', 'الفيس', 'حتى', 'و', 'احنا', 'اوف', 'لاين', 'و', 'بعدين', 'مع', 'هالشغلة', 'يالله', 'كل', 'غزة', 'صارت', 'مشتقالي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O']",Syria
3867,يا سلام عليا و أنا حكمي بيتداولها الشعب احم احم,"['يا', 'سلام', 'عليا', 'و', 'أنا', 'حكمي', 'بيتداولها', 'الشعب', 'احم', 'احم']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Palestine
3868,ع بروفايلك انتي و هوا بدي أعرف أحب :,"['ع', 'بروفايلك', 'انتي', 'و', 'هوا', 'بدي', 'أعرف', 'أحب', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
3869,مساكين و الله الناس الي ماتوا قبل اختراع التوست :,"['مساكين', 'و', 'الله', 'الناس', 'الي', 'ماتوا', 'قبل', 'اختراع', 'التوست', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3870,سرح الشرطي كتير بعدين حكاله و الله هاي الصحيح ما خطرت ع بالنا و ما عنا قرار فيها بس مبدئيا برضو تنزلش شيشة اله كمان,"['سرح', 'الشرطي', 'كتير', 'بعدين', 'حكاله', 'و', 'الله', 'هاي', 'الصحيح', 'ما', 'خطرت', 'ع', 'بالنا', 'و', 'ما', 'عنا', 'قرار', 'فيها', 'بس', 'مبدئيا', 'برضو', 'تنزلش', 'شيشة', 'اله', 'كمان']","['O', 'B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Palestine
3871,لا يا كبير أنا مطلع على مآسي الشباب الي سبقوني إلى طريق التهلكة و مشان هيك بايعها و احنا ع البر :,"['لا', 'يا', 'كبير', 'أنا', 'مطلع', 'على', 'مآسي', 'الشباب', 'الي', 'سبقوني', 'إلى', 'طريق', 'التهلكة', 'و', 'مشان', 'هيك', 'بايعها', 'و', 'احنا', 'ع', 'البر', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
3872,كمية البيض الي فقشوها الفلسطينيين اليوم ع التايم لاين بتعمل عجة تطعمي كل سكان مجرة درب التبانة,"['كمية', 'البيض', 'الي', 'فقشوها', 'الفلسطينيين', 'اليوم', 'ع', 'التايم', 'لاين', 'بتعمل', 'عجة', 'تطعمي', 'كل', 'سكان', 'مجرة', 'درب', 'التبانة']","['O', 'O', 'O', 'O', 'B-NORP', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'I-NORP', 'I-NORP', 'I-NORP']",Syria
3873,جزء كبير من مشاكلنا في غزة تنبع من الفضاوة . . احنا شعب فاضي يالله,"['جزء', 'كبير', 'من', 'مشاكلنا', 'في', 'غزة', 'تنبع', 'من', 'الفضاوة', '.', '.', 'احنا', 'شعب', 'فاضي', 'يالله']","['O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Qatar
3874,تضيعيش الموضوع يوم السبت بتجيبي حصتي من آخر قبضة قبضتيها انتي و رنا و ياسمين و الا حجرس فيكم :,"['تضيعيش', 'الموضوع', 'يوم', 'السبت', 'بتجيبي', 'حصتي', 'من', 'آخر', 'قبضة', 'قبضتيها', 'انتي', 'و', 'رنا', 'و', 'ياسمين', 'و', 'الا', 'حجرس', 'فيكم', ':']","['O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
3875,بتصير جريمة قتل بغزة بطلعلك حمساوي بيقلك عادي بكل دول العالم بتصير بدك الحكومة تحط شرطي لكل مواطن بس لو انفعصت جاجة بالضفة بقلك فلتان أمني,"['بتصير', 'جريمة', 'قتل', 'بغزة', 'بطلعلك', 'حمساوي', 'بيقلك', 'عادي', 'بكل', 'دول', 'العالم', 'بتصير', 'بدك', 'الحكومة', 'تحط', 'شرطي', 'لكل', 'مواطن', 'بس', 'لو', 'انفعصت', 'جاجة', 'بالضفة', 'بقلك', 'فلتان', 'أمني']","['O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']",Syria
3876,ما بيقهرني إلا اللي بقلك حط حالك محلي يا حبيبي أنا محلي مش عارف الله وين حاطو,"['ما', 'بيقهرني', 'إلا', 'اللي', 'بقلك', 'حط', 'حالك', 'محلي', 'يا', 'حبيبي', 'أنا', 'محلي', 'مش', 'عارف', 'الله', 'وين', 'حاطو']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Palestine
3877,اهااا عرفته قريب من بيتي يعني بس ما جربته و لا مرة . . خلص بنجربه مدام ع ضمانتك : ),"['اهااا', 'عرفته', 'قريب', 'من', 'بيتي', 'يعني', 'بس', 'ما', 'جربته', 'و', 'لا', 'مرة', '.', '.', 'خلص', 'بنجربه', 'مدام', 'ع', 'ضمانتك', ':', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
3878,الشباب نسيو عساف و الي جاب عساف بس شافوا الأحمر :,"['الشباب', 'نسيو', 'عساف', 'و', 'الي', 'جاب', 'عساف', 'بس', 'شافوا', 'الأحمر', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
3879,الخبل ما له عيادة,"['الخبل', 'ما', 'له', 'عيادة']","['O', 'O', 'O', 'O']",Qatar
3880,بنرجي الصبر,"['بنرجي', 'الصبر']","['O', 'O']",Jordan
3881,وقف صوب شعبك ولا تلين,"['وقف', 'صوب', 'شعبك', 'ولا', 'تلين']","['O', 'O', 'O', 'O', 'O']",Tunisia
3882,شعر بالعامية . . أبو مازن نادي بالثورة . . وقف مفاوضاتك,"['شعر', 'بالعامية', '.', '.', 'أبو', 'مازن', 'نادي', 'بالثورة', '.', '.', 'وقف', 'مفاوضاتك']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
3883,اطلع فيا عالكنيسة عالدهيشة,"['اطلع', 'فيا', 'عالكنيسة', 'عالدهيشة']","['O', 'O', 'O', 'B-GPE']",Lebanon
3884,لوز وتين وختيارة,"['لوز', 'وتين', 'وختيارة']","['I-OCC', 'I-OCC', 'O']",Tunisia
3885,ولا نكسة ولا حتى وكسة . .,"['ولا', 'نكسة', 'ولا', 'حتى', 'وكسة', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
3886,عن طهور الولد,"['عن', 'طهور', 'الولد']","['O', 'O', 'O']",Lebanon
3887,إلا وأنت بأرضي,"['إلا', 'وأنت', 'بأرضي']","['O', 'O', 'O']",Lebanon
3888,نسيم مخمر,"['نسيم', 'مخمر']","['O', 'O']",Libya
3889,وطن مكتف بالفتنة,"['وطن', 'مكتف', 'بالفتنة']","['O', 'O', 'O']",Iraq
3890,بتعلم فينا الراعنة,"['بتعلم', 'فينا', 'الراعنة']","['O', 'O', 'O']",Lebanon
3891,وبتسلب منا الطاحونة . .,"['وبتسلب', 'منا', 'الطاحونة', '.', '.']","['O', 'O', 'O', 'O', 'O']",Lebanon
3892,إحنا ضعنا من ورا كلمة بكرا,"['إحنا', 'ضعنا', 'من', 'ورا', 'كلمة', 'بكرا']","['O', 'O', 'O', 'O', 'O', 'B-DATE']",Jordan
3893,ومن صدر أمهاتنا أرضعناه,"['ومن', 'صدر', 'أمهاتنا', 'أرضعناه']","['O', 'O', 'O', 'O']",Syria
3894,ويوم شب بربوعنا خذلنا,"['ويوم', 'شب', 'بربوعنا', 'خذلنا']","['O', 'O', 'O', 'O']",Iraq
3895,ما بتتقسم ولا بتتكسم,"['ما', 'بتتقسم', 'ولا', 'بتتكسم']","['O', 'O', 'O', 'O']",Lebanon
3896,"بالحجر , بالسكين","['بالحجر', ',', 'بالسكين']","['O', 'O', 'O']",Modern Standard Arabic
3897,ثورتنا ما ماتت,"['ثورتنا', 'ما', 'ماتت']","['O', 'O', 'O']",Libya
3898,وكيف تموت . . ? !,"['وكيف', 'تموت', '.', '.', '?', '!']","['O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
3899,وينك وين العزة,"['وينك', 'وين', 'العزة']","['O', 'O', 'O']",Oman
3900,وينك يا مخيم العفوية,"['وينك', 'يا', 'مخيم', 'العفوية']","['O', 'O', 'B-GPE', 'I-GPE']",Oman
3901,يملثم وينك,"['يملثم', 'وينك']","['O', 'O']",Oman
3902,خايف . . .,"['خايف', '.', '.', '.']","['O', 'O', 'O', 'O']",Lebanon
3903,وتصفي بالصورة شهيد,"['وتصفي', 'بالصورة', 'شهيد']","['O', 'O', 'O']",Tunisia
3904,. . . . .,"['.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O']",Lebanon
3905,وكابوس الوقت مجننا,"['وكابوس', 'الوقت', 'مجننا']","['O', 'O', 'O']",Morocco
3906,بنكبر عخبز الترشيد,"['بنكبر', 'عخبز', 'الترشيد']","['O', 'O', 'O']",Lebanon
3907,. . . . . . . . . .,"['.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
3908,قوم أتصدي . .,"['قوم', 'أتصدي', '.', '.']","['O', 'O', 'O', 'O']",Yemen
3909,لأجل الأقصى بصلي,"['لأجل', 'الأقصى', 'بصلي']","['O', 'O', 'O']",Lebanon
3910,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'I-PERS']",Sudan
3911,دعانا بان كي مون,"['دعانا', 'بان', 'كي', 'مون']","['O', 'O', 'O', 'O']",Algeria
3912,ومن قبله,"['ومن', 'قبله']","['O', 'O']",Yemen
3913,ساركوزي وسولانا . . .,"['ساركوزي', 'وسولانا', '.', '.', '.']","['O', 'O', 'O', 'O', 'O']",Algeria
3914,لقمة تقسيم المصالح . . .,"['لقمة', 'تقسيم', 'المصالح', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O']",Tunisia
3915,ولا يرقص بالمتكة . . .,"['ولا', 'يرقص', 'بالمتكة', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O']",Iraq
3916,على سلطة أصلا,"['على', 'سلطة', 'أصلا']","['O', 'O', 'O']",Palestine
3917,محتلة من الاحتلال . . .,"['محتلة', 'من', 'الاحتلال', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O']",Algeria
3918,بغزة وبضفة وبتسلكوا دولة,"['بغزة', 'وبضفة', 'وبتسلكوا', 'دولة']","['B-GPE', 'B-GPE', 'O', 'O']",Syria
3919,ولا مواطن بسلم بكابونة عدس . . .,"['ولا', 'مواطن', 'بسلم', 'بكابونة', 'عدس', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
3920,وبيت الطين وبيارتنا,"['وبيت', 'الطين', 'وبيارتنا']","['O', 'O', 'O']",Iraq
3921,بالسلام بالكلام بالبارود,"['بالسلام', 'بالكلام', 'بالبارود']","['O', 'O', 'O']",Tunisia
3922,يا مهد الفدا والجود,"['يا', 'مهد', 'الفدا', 'والجود']","['O', 'O', 'O', 'O']",Yemen
3923,راح نعود . .,"['راح', 'نعود', '.', '.']","['O', 'O', 'O', 'O']",Iraq
3924,ذبحونا يما الواوية,"['ذبحونا', 'يما', 'الواوية']","['O', 'O', 'O']",Tunisia
3925,يما . . يما,"['يما', '.', '.', 'يما']","['O', 'O', 'O', 'O']",Oman
3926,يما دليني إلي يهدني,"['يما', 'دليني', 'إلي', 'يهدني']","['O', 'O', 'O', 'O']",Tunisia
3927,حتى لو كان موتي هدية,"['حتى', 'لو', 'كان', 'موتي', 'هدية']","['O', 'O', 'O', 'O', 'O']",Oman
3928,يما : طلبك بنحر فيا,"['يما', ':', 'طلبك', 'بنحر', 'فيا']","['O', 'O', 'O', 'O', 'O']",Lebanon
3929,بسكين اسمه . . الوطنية,"['بسكين', 'اسمه', '.', '.', 'الوطنية']","['O', 'O', 'O', 'O', 'O']",Tunisia
3930,راح يقولوا هذى عجوز علمانية,"['راح', 'يقولوا', 'هذى', 'عجوز', 'علمانية']","['O', 'O', 'O', 'O', 'O']",Iraq
3931,احكيلى عن وعد بلفور,"['احكيلى', 'عن', 'وعد', 'بلفور']","['O', 'O', 'O', 'O']",Egypt
3932,يما : هيك عارف ماضيك,"['يما', ':', 'هيك', 'عارف', 'ماضيك']","['O', 'O', 'O', 'O', 'O']",Lebanon
3933,يما : بلاقي عندك بلوزة شهامة,"['يما', ':', 'بلاقي', 'عندك', 'بلوزة', 'شهامة']","['O', 'O', 'O', 'O', 'O', 'O']",Syria
3934,يما : غزة والضفة مش حل,"['يما', ':', 'غزة', 'والضفة', 'مش', 'حل']","['O', 'O', 'B-GPE', 'B-GPE', 'O', 'O']",Algeria
3935,صفحة من الوثيقة,"['صفحة', 'من', 'الوثيقة']","['O', 'O', 'O']",Modern Standard Arabic
3936,جرام حرية,"['جرام', 'حرية']","['O', 'O']",Sudan
3937,وكل ما بتعلق بالقضية,"['وكل', 'ما', 'بتعلق', 'بالقضية']","['O', 'O', 'O', 'O']",Lebanon
3938,واعطونى . .,"['واعطونى', '.', '.']","['O', 'O', 'O']",Tunisia
3939,مركز حساس مثل بعض الناس,"['مركز', 'حساس', 'مثل', 'بعض', 'الناس']","['O', 'O', 'O', 'O', 'O']",Qatar
3940,وشيخ وساطور و عوطلية,"['وشيخ', 'وساطور', 'و', 'عوطلية']","['O', 'O', 'O', 'O']",Tunisia
3941,واعطونى,['واعطونى'],['O'],Algeria
3942,سفارة بكل حارة,"['سفارة', 'بكل', 'حارة']","['O', 'O', 'O']",Libya
3943,وشيطان بغرد ما بنام,"['وشيطان', 'بغرد', 'ما', 'بنام']","['O', 'O', 'O', 'O']",Sudan
3944,واعطونى . .,"['واعطونى', '.', '.']","['O', 'O', 'O']",Tunisia
3945,وأنا بوعدكم . . .,"['وأنا', 'بوعدكم', '.', '.', '.']","['O', 'O', 'O', 'O', 'O']",Egypt
3946,الدولة والدولتين,"['الدولة', 'والدولتين']","['O', 'O']",Syria
3947,بس أعطوني . . .,"['بس', 'أعطوني', '.', '.', '.']","['O', 'O', 'O', 'O', 'O']",Palestine
3948,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'I-PERS']",Sudan
3949,فتوش النكبة . . .,"['فتوش', 'النكبة', '.', '.', '.']","['O', 'B-EVENT', 'O', 'O', 'O']",Iraq
3950,عن قعدتكم تحت الشجرة,"['عن', 'قعدتكم', 'تحت', 'الشجرة']","['O', 'O', 'O', 'O']",Jordan
3951,ودربكة على دلعونة,"['ودربكة', 'على', 'دلعونة']","['O', 'O', 'O']",Syria
3952,عن حلاق مطاهر ومداوي,"['عن', 'حلاق', 'مطاهر', 'ومداوي']","['O', 'B-OCC', 'B-OCC', 'B-OCC']",Yemen
3953,عن حمارة فلتت,"['عن', 'حمارة', 'فلتت']","['O', 'O', 'O']",Lebanon
3954,والخيمة الزرقا,"['والخيمة', 'الزرقا']","['O', 'O']",Morocco
3955,من عكا ليافا للسدود,"['من', 'عكا', 'ليافا', 'للسدود']","['O', 'B-GPE', 'B-GPE', 'B-GPE']",Morocco
3956,يا شيخ . .,"['يا', 'شيخ', '.', '.']","['O', 'O', 'O', 'O']",Saudi Arabia
3957,أنا وقت الهجرة ما كنت بس سمعت,"['أنا', 'وقت', 'الهجرة', 'ما', 'كنت', 'بس', 'سمعت']","['O', 'O', 'B-EVENT', 'O', 'O', 'O', 'O']",Jordan
3958,وتصير عالم بالتاريخ,"['وتصير', 'عالم', 'بالتاريخ']","['O', 'O', 'O']",Qatar
3959,يا جدي : أنا بعرضك دخليك,"['يا', 'جدي', ':', 'أنا', 'بعرضك', 'دخليك']","['O', 'O', 'O', 'O', 'O', 'O']",Syria
3960,واتركني غريب,"['واتركني', 'غريب']","['O', 'O']",Syria
3961,ما بتعرف مين معهم ومين معاك,"['ما', 'بتعرف', 'مين', 'معهم', 'ومين', 'معاك']","['O', 'O', 'O', 'O', 'O', 'O']",Lebanon
3962,كلامك مش معقول . . . ! !,"['كلامك', 'مش', 'معقول', '.', '.', '.', '!', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Palestine
3963,وتعمر بأشعارك وأغانيك,"['وتعمر', 'بأشعارك', 'وأغانيك']","['O', 'O', 'O']",Syria
3964,ما بترجع بالكلام,"['ما', 'بترجع', 'بالكلام']","['O', 'O', 'O']",Lebanon
3965,ولا بقصة ألف ليلة وليلة,"['ولا', 'بقصة', 'ألف', 'ليلة', 'وليلة']","['O', 'O', 'B-CARDINAL', 'O', 'O']",Algeria
3966,ولا بترجع بمفتاح مخبى,"['ولا', 'بترجع', 'بمفتاح', 'مخبى']","['O', 'O', 'O', 'O']",Sudan
3967,ويا جدي : فتوش النكبة شلفطتنا,"['ويا', 'جدي', ':', 'فتوش', 'النكبة', 'شلفطتنا']","['O', 'O', 'O', 'O', 'B-EVENT', 'O']",Iraq
3968,و اللي ما بقدر . . . ما يأكل بصفرتنا,"['و', 'اللي', 'ما', 'بقدر', '.', '.', '.', 'ما', 'يأكل', 'بصفرتنا']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
3969,عضو صالون القلم الفلسطيني,"['عضو', 'صالون', 'القلم', 'الفلسطيني']","['O', 'O', 'O', 'O']",Syria
3970,عيد الأضحى أجي,"['عيد', 'الأضحى', 'أجي']","['B-EVENT', 'I-EVENT', 'O']",Egypt
3971,رناته بعيون مكسوفة,"['رناته', 'بعيون', 'مكسوفة']","['O', 'O', 'O']",Saudi Arabia
3972,من الوجع مخروسة,"['من', 'الوجع', 'مخروسة']","['O', 'O', 'O']",Morocco
3973,راح افرح,"['راح', 'افرح']","['O', 'O']",Iraq
3974,راح أكون,"['راح', 'أكون']","['O', 'O']",Jordan
3975,انك أناني,"['انك', 'أناني']","['O', 'O']",Libya
3976,تم النشر قبل بواسطة عبد الحميد عبد العاطي,"['تم', 'النشر', 'قبل', 'بواسطة', 'عبد', 'الحميد', 'عبد', 'العاطي']","['O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'I-PERS', 'I-PERS']",Sudan
3977,شعب غزة يا أرقام,"['شعب', 'غزة', 'يا', 'أرقام']","['B-NORP', 'I-NORP', 'O', 'O']",Palestine
3978,إحنا شعب ما بنقاد,"['إحنا', 'شعب', 'ما', 'بنقاد']","['O', 'O', 'O', 'O']",Lebanon
3979,صحيح سلبية فينا,"['صحيح', 'سلبية', 'فينا']","['O', 'O', 'O']",Syria
3980,وعارف انه الكل عارف,"['وعارف', 'انه', 'الكل', 'عارف']","['O', 'O', 'O', 'O']",Egypt
3981,هذه أرضنا ارض الميعاد,"['هذه', 'أرضنا', 'ارض', 'الميعاد']","['O', 'O', 'O', 'O']",Tunisia
3982,مزفوفة بذكريات الدم والاستشهاد,"['مزفوفة', 'بذكريات', 'الدم', 'والاستشهاد']","['O', 'O', 'O', 'O']",Iraq
3983,وين بتكون راح أكون,"['وين', 'بتكون', 'راح', 'أكون']","['O', 'O', 'O', 'O']",Jordan
3984,روحي ودمي فداك,"['روحي', 'ودمي', 'فداك']","['O', 'O', 'O']",Iraq
3985,أنت بس اطلب . . .,"['أنت', 'بس', 'اطلب', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O']",Yemen
3986,فلسطيني مهيوب,"['فلسطيني', 'مهيوب']","['B-NORP', 'O']",Lebanon
3987,حتى يعود هالوطن,"['حتى', 'يعود', 'هالوطن']","['O', 'O', 'O']",Oman
3988,وتداوي همومي وهمومك,"['وتداوي', 'همومي', 'وهمومك']","['O', 'O', 'O']",Saudi Arabia
3989,على أهل الهمة,"['على', 'أهل', 'الهمة']","['O', 'O', 'O']",Tunisia
3990,وسلم على عدو ما بنخ,"['وسلم', 'على', 'عدو', 'ما', 'بنخ']","['O', 'O', 'O', 'O', 'O']",Tunisia
3991,عودتنا بفتحة معبر,"['عودتنا', 'بفتحة', 'معبر']","['O', 'O', 'O']",Sudan
3992,وكاز وغاز وصورة تسبيح,"['وكاز', 'وغاز', 'وصورة', 'تسبيح']","['O', 'O', 'O', 'O']",Iraq
3993,وشفونا يا عالم حصار والله بحصار,"['وشفونا', 'يا', 'عالم', 'حصار', 'والله', 'بحصار']","['O', 'O', 'O', 'O', 'O', 'O']",Iraq
3994,كل واحد فيكم شاويش,"['كل', 'واحد', 'فيكم', 'شاويش']","['O', 'O', 'O', 'B-OCC']",Egypt
3995,كل واحد فيكم صح,"['كل', 'واحد', 'فيكم', 'صح']","['O', 'O', 'O', 'O']",Qatar
3996,يا جد بزمن العند,"['يا', 'جد', 'بزمن', 'العند']","['O', 'O', 'O', 'O']",Lebanon
3997,خانت كل العهود,"['خانت', 'كل', 'العهود']","['O', 'O', 'O']",Iraq
3998,وكتبت بوصيتك هو السبب,"['وكتبت', 'بوصيتك', 'هو', 'السبب']","['O', 'O', 'O', 'O']",Iraq
3999,وصار الكل بناجي سعدك,"['وصار', 'الكل', 'بناجي', 'سعدك']","['O', 'O', 'O', 'O']",Syria
4000,فارس عودة ترك قضية كرامة,"['فارس', 'عودة', 'ترك', 'قضية', 'كرامة']","['B-PERS', 'I-PERS', 'O', 'O', 'O']",Lebanon
4001,وبشوية نصب هلكتوا اجلنا,"['وبشوية', 'نصب', 'هلكتوا', 'اجلنا']","['O', 'O', 'O', 'O']",Oman
4002,وتجيب معك ابو جهاد,"['وتجيب', 'معك', 'ابو', 'جهاد']","['O', 'O', 'B-PERS', 'I-PERS']",Saudi Arabia
4003,والشقاقى والياسين,"['والشقاقى', 'والياسين']","['B-PERS', 'B-PERS']",Egypt
4004,وما تنسى ناجي العلى,"['وما', 'تنسى', 'ناجي', 'العلى']","['O', 'O', 'B-PERS', 'I-PERS']",Tunisia
4005,أغنية خاصة بأطفال فلسطين,"['أغنية', 'خاصة', 'بأطفال', 'فلسطين']","['O', 'O', 'B-NORP', 'I-NORP']",Algeria
4006,نلعب نمرح ننسى هموم,"['نلعب', 'نمرح', 'ننسى', 'هموم']","['O', 'O', 'O', 'O']",Tunisia
4007,القضية والقدس والعودة مضينا,"['القضية', 'والقدس', 'والعودة', 'مضينا']","['O', 'B-GPE', 'O', 'O']",Iraq
4008,ببيوتنا كل جرح فينا,"['ببيوتنا', 'كل', 'جرح', 'فينا']","['O', 'O', 'O', 'O']",Iraq
