Sentence_id,sentence
5486,"فلان ما بيخاف الله : أي ظالم"
5487,"فلان مضيع : أي خرفان"
5488,"الصرماي : أي الحذاء أو الكندرا"
5489,"فلان باجوقو كبير : أي صوته عال و فاجر"
5490,"فلان دمو خفيف : أي طيب العشرة"
5491,"فلان دمو ثقيل : أي لا يستساغ عشرته"
5492,"فلان له منافس محمضة : أي متكبر"
5493,"فلان معشعش عند فلان : أي زياراته كثيرة له لمصلحة"
5494,"فلان ما له ظهر : أي ليس له واسطة"
5495,"فلان عم يجعر : أي صوته عال و غليظ"
5496,"فلان طفران : أي لا يملك من المال شيئاً"
5497,"فلان لا ينعطى وجه : أي غير أهل أن تكون لطيف معه"
5498,"فلان مطنش فلان : أي لا يكترث له"
5499,"فلان نافخ حالو : أي يتصنع القوة"
5500,"فلان عما يقرقر متي : أي يشرب المتة على مهل . والقرقرة هي الصوت"
5501,"ما حدا دعس على طرفك : أي اعتدى عليك لفظاً"
5502,"فلان مكبر راسو : أي عنيد"
5503,"فلان حرام فيه الخبز و الملح : أي ناكر للجميل"
5504,"فلان رفيع : أي نحيل"
5505,"فلان عمّا يعيط : أي يصرخ"
5506,"فلان بلهموطي : أي طماع ولا يتعاشر"
5507,"فلان بيخاف الله : أي تقي و يحفظ المعروف"
5508,"فلان درويش : أي بسيط و طيب"
5509,"فلان على السبحانية : أي درويش و بسيط"
5510,"تجيك نكبي : تأتيك نكبة"
5511,"فلان عم يزفر بالكلام : أي يقول كلام غير لائق وغير مؤدب"
5512,"فلان كبران راسو : أي متشدد في أمر ما"
5513,"فلان محروق الفيوزات عندو : أي يخلط في الأمور"
5514,"فلان عم يظعوط : أي يصرخ بشكل مزعج"
5519,"دراخيش : ثقوب"
5520,"فلان جسمو مهبط : أي في حالة تعب أو مرض"
5521,"فلان يلعي لعي : أي يتكلم بشكل ممل"
5522,"الشيء مجلعص : أي معمول بشكل غير مرتب"
5523,"فلان يجاكر علتان : يتحدى من أجل إثارة الغيرة"
5524,"فلان مبروع بحاله : أي مبسوط على نفسه"
5525,"فلان حاطط حطا فلان : أي يحاسبه على أي صغيرة"
5526,"كوّش على الشيء : حاز عليه بطرق غير شرعية"
5527,"فلان مزوغل : أي عم يغش"
5528,"خشوقة = ملعقة"
5529,"سقرق = كوب"
5530,"بوزك = فمك"
5531,"تبسه = صحن سجائر"
5532,"كييس = جميل و حلو"
5533,"خشم = أنف"
5534,"بشلوقة = شحاط"
5535,"قضوضة = سندويشة"
5536,"تتنوسف ، تتزهرم = تأكل"
5537,"قلاشين = كلسات ، جرابات"
5538,"عزّه = إشارة تدل على الاستغراب و التعجب"
5539,"هايشة = الرجل الطويل الغبي"
5540,"طشم = الرجل الغبي"
5541,"مرخفة = ملعقة السكب الملعقة الكبيرة"
5542,"زووم = المرقة أو عصير الشيء يقال زوم البندورة أي عصيرها وزوم الطبخة أي مرقتها"
5543,"زووم = العلقة أو القتلة أو الضرب المبرح يقال عملت للرجل زووم مرتب أي ضربته بشكل جديد"
5544,"قياس = الفرشة الصغيرة وسميت قياس لأنها على مقاس الجسم ولا تتسع لشخصين"
5545,"خروص = أي الحلق في الأذن"
5546,"الفتبول = الكرة ) تقول الجدة لحفيدها : قرد ولك شيل هلفتبول شو فاتحتلك الملعب البلدي ("
5547,"شلفون = للصبي البالغ من العمر بين 10 سنوات إلى 15 سنة"
5548,"قادوس = سطل المياه"
5549,"سختورة = طبخة تطبخ من أمعاء الخاروف وتحشى بالرز و اللحم وتسمى في دمشق القشة"
5550,"لقش = حكي ، كلام"
5551,"لاقوش = تلفون"
5552,"دربس = سكّر"
5553,"دربس الباب = سكّر الباب"
5554,"حتوك = يعني حاص و لاص كتير"
5555,"كيلون = الحنك أو الفم"
5556,"ما التكش = ما اهتم"
5557,"هيشل = مستعجل"
5558,"حاط = حيط"
5559,"لاش = ليش"
5560,"لاز = لوز"
5561,"جاز = جوز"
5562,"ماز = موز"
5563,"خاخ = خوخ"
5564,"هقف = وقف"
5565,"غاد = هناك"
5566,"انبشمت = شبعت"
5567,"أتورة ، أتوسة = شوي"
5568,"دبينة = ذبابة"
5569,"ليط وجهو = مسح وجهو"
5570,"كيل = كوب"
5571,"لكن ، دست ، طشت = وعاء كبير مسطح للغسيل"
5572,"شخاطة = كبريتة"
5573,"مقرقع = مبهدل"
5574,"شاروخ بو إصبع = شحاط زنوبة"
5575,"مجقة = بوسة"
5576,"شفيتير = شفاه كبيرة"
5577,"شلاضيم = بلاضيم = خدود مكتنزة"
5578,"بلِط = دبق = غليظ"
5579,"شقلو بعيونو = نظر إليه من الأعلى للأسفل"
5580,"حاكورة = قطعة أرض صغيرة بين المنازل"
5581,"شقلعي = أزعر"
5582,"مشقرق = مبسوط"
5583,"زاموقة = دخلة أو طريق صغير مسدود"
5584,"مبهبط = فضفاض"
5585,"كضاضة = كوفية"
5586,"مقرعب = يابس و مجعلك"
5587,"مكرنش = حالة بتصيب الغسيل ... بيصير خشن"
5588,"تخر غاد شوي = ممكن تبعدلي شوي بعد إذنك"
5589,"هاك : ذلك"
5590,"هاكِ : تلك"
5591,"هَوكي : أولئك"
5592,"غادينة : أي هناك للدلالة على المكان البعيد نسبياً"
5593,"هانة : هنا"
5594,"بحلق : نظر و أدام النظر بالشيء"
5595,"شدوقة : أي لقمة أو قطعة خبز كبيرة نسبياً"
5596,"انتفخ قلبي = بمعنى أني لم أعد أحتمل غلاظتك وثقل دمك حلو عني مشان الله"
5597,"طلع على لساني شعر = يعني أنني مللت من كتر ما نبهتك وأنت متل الهطيل ما عما تسمع شي"
5598,"مقلفن = أي منزعج مستعد للدخول في أي مشكلة أو خناقة مع أحد"
5599,"مأفتن = نفس تعريف مقلفن ويمكن القول للرجل لماذا أنت مأفتن أو مقلفن للدلالة على شدة غضبه و سرعة ثورته"
5600,"مشقة = أي زيارة المريض السريعة ويفضل تكون مع كم كيلون برتقال أو موز"
5600,"مشقة = أي زيارة المريض السريعة ويفضل تكون مع كم كيلو برتقال أو موز"
5601,"مونّق = يعني بيحكي وبيسولف وبيساير العالم"
5602,"لبخة = عكس مونّق"
5603,"هلقتيني = هلّق"
5604,"لقوف = يعني لقمة كبيرة"
5605,"انطمز = يعني انزعج وقلب خلقتو"
5606,"حنتر = يعني انزعج وقلب خلقتو و أخد على خاطرو"
5607,"النملية = مكان لوضع الأغذية و المونة بشكل خاص"
5608,"تكرفت = أي خرج مسرع طلع بلا وعي"
5609,"قراقعين = مجموعة أشياء بلا نفع"
5610,"جلنط = قرع"
5611,"زميتة = برد بدون هواء"
5612,"ناسوف = هواء بارد جدا"
5613,"جنق = زبدية"
5614,"زمق = يعني مرّ بسرعة .. حتى ما حدا يشوفو"
5615,"خسيلات = مجموعة ملابس بحاجة للغسل"
5616,"دكونة = دكان صغير جدا مسطمة = مسدودة"
5617,"شكيفك = كيفك"
5618,"اسطتنطرني = انتظرني"
5619,"اسطنطر = انتظر"
5620,"مقليعة = تصنع من الصوف عادة ويستخدمها الراعي من أجل رمي الحجارة لمسافة كبيرة ليخيف بها الأغنام البعيدة"
5621,"نقيفة = لها نفس استخدام المقليعة"
5622,"حكر = وهي المنطقة الصغيرة أو الدخلة في الحارة الصغيرة يقال ) بيته متل الحكر ( للكناية عن صغره ويقال حكرته أي زربته و حصرته في منطقة صغيرة أو نقطة ضعفه"
5623,"قالوشة = المنجل الصغير المستخدم في الحصاد"
5624,"هلقتين = الآن"
5625,"كماتين = أيضاً"
5626,"أيمت = متى"
5627,"الأربعي = يوم الأربعاء"
5628,"موتير = موتور"
5629,"ور ، زت = رمى"
5630,"ديناني = أدني"
5631,"تسلبط سلبطة = حصل على ما يريد باستخدام القوة وليس الحق"
5632,"زوعة = يعني بشعة"
5633,"يجقّر = ينظر بفضول"
5634,"يدحدح = يقترب بهدوء"
5635,"يلبط = يضرب الآخر برجله"
5636,"يدقدس = يبحث عن شيء ما"
5637,"يطحبش = يكسّر"
5638,"حصت ولصت .. ع جمالا اشتلقت"
5639,"ورّيت شو كان بإيدي"
5640,"ومدري شو صرلي تلعبجت"
5641,"دقدست عنا واسما عرفت"
5642,"ومن وقتا بحبا اندرخت"
5643,"ومن شانا ياما تكرفتت و تدعكلت"
5644,"و عالحيطان شقد تعشبقت"
5645,"و براميات الوحل ياما تمرطست"
5646,"لأني بحبا تزردكت و تزربطت ومعد فيني زملطت ، وصار اللي صار وأكلنا الكم فيها ارتبطت"
5647,"وبعدين طلبت إيدا وتجوزت ، بس وقتا لعرفت"
5648,"انو كل هاللعي كان لت وعجن"
5649,"تمنيت لو إني عيوني بلبصت ، ولا شفت اللي شفت"
5650,"مذكرات عشيقة سلمونية :"
5651,"يم دارو وياما هقفت"
5652,"وعشبابيكو ياما ربزت"
5653,"وع حديجة دارو ياما اندبجت ، لسوالفو ياما طقّست"
5654,"ويا سقر راسي لمن أخدتو شو خسبت ، خسبت حالي بالجنة اتدرفقت"
5655,"عيّن = انظر"
5656,"اشلفا = ارميها"
5657,"ازركو = احشكو = حاصرو"
5658,"لمّط = لم = شيل"
5659,"مسكليتة = بسكليتة دراجة"
5660,"جاكيّة = جاكيت"
5661,"باكيّة = باكيت"
5662,"كتّ = عبّي"
5663,"إبّا = ارفعها"
5664,"جلموء = مصلحجي"
5665,"معلاء = بيتدخل بكل شي"
5666,"كلاكيش = غراض"
5667,"مأنتن = وسخ"
5668,"صفدعة = ضفدعة"
5669,"مكن = قوي"
5670,"زنزوءة = مرجوحة"
5671,"زلاعيم = لوزات"
5672,"زَمَأ = مرّ"
5673,"طشّة = أهبل"
5674,"أهتر = أهبل"
5675,"جيعان = جوعان"
5676,"هبّور = شرشوح"
5677,"سيبو = تركو"
5678,"عاين = طلع و شوف"
5679,"سطيلة واحد مخو ما بيجمّع = غبي"
5680,"سنكوح : واحد طويل و ضعيف ما بيلقى كف"
5681,"مشّو = هيا بنا"
5682,"نتوسة = كمية قليلة"
5683,"طيبان = تدل على العلاقة الطيبة بين اثنين"
5684,"أخوي = أخي"
5685,"أت = أنت"
5686,"فهنه = يوجد"
5687,"آي = نعم"
5688,"بربيش = خرطوم"
5689,"فلوكا = مركب الصيد متوسط الطول"
5690,"لنش = مركب الصيد الطويل و الكبير"
5691,"هيكيا = هكذا"
5692,"ديتك = يدك"
5693,"كلو = تناولو الطعام"
5694,"حيج = يكفي"
5695,"طلعني = دخلوا"
5696,"فتني = دخلوا"
5697,"روحو = اذهبوا"
5698,"فرصوع = الكاحل"
5699,"خطمك = أنفك"
5700,"غوش = أصدر ضجة"
5701,"كيفك لك أخوييي انشاء الله منييي ) مع مط الكلمة وحذف آخر حرف ("
5702,"أهلين يا أخوي عروصي حورتااا ) يعني عراسي حارتك ("
5703,"بقلو لك شفت لمحماااا ) يعني شفتو لمحمد ("
5704,"بقلو لا و حيوت أمي وأمااا مو شفتو ) يعني وحياة أمي وأمك ما شفتو ("
5705,"يعني مو شفتو أبدا أبدا لعما بعيونو وينو هادا"
5706,"يعني والله ما بعريييي ) ما بعرف ("
5707,"بقو لكن بدك شيييي"
5708,"سلومتك أخوي انضيفك أهوة شوي يعني هيك شيييي"
5709,"بقلو لك صحا وميت هنا أخوي والله على عيني و روسي"
5710,"سلاطة = سلطة خضار"
5711,"الجقل = الذئب"
5712,"الدبة = الحمار"
5713,"مصطلحات طرطوسية :"
5714,"عازمك عكاسة متة : عازمك لعندي"
5715,"هالحديث بدو كاسة متة : يعني ما بينقال عالواقف أو عالتلفون ، بدو قعدة"
5716,"بتتخيلي كاسة المتة هون ؟ يعني المنطقة جميلة جدا"
5717,"حزرو وين شربت متة ؟ تدل على غرابة مكان زرته"
5718,"حزرو مع مين شربت متة ؟ قعدت مع واحد ما رح تتوقعو أبدا"
5719,"ياما شربان معو متة ؟ كنت صاحبو لهداك الشب ) وبتنقال لما الشب التاني بتعلا مراكزو ("
5720,"سخنو : أنا جاييك عالطريق"
5721,"لسا ما قطعت كاستك ؟ بتنقال إذا ضيفك بدو يروح وما طول القعدة"
5722,"بدنا نجدد ) قعدتنا مطولة ("
5723,"جددنا تلت مرات : يعني الزلمة طول عندي"
5724,"هنا : أنا"
5725,"هنت : أنت"
5726,"هنتي : أنتي"
5727,"هنّي : هم"
5728,"هكيا : هكذا"
5729,"بيّي : أبي"
5730,"خيّي : أخي"
5731,"خيتي : أختي"
5732,"بيّي : أبي"
5733,"سيقاني : رجليّي"
5734,"ديّاتي : إيدي"
5735,"بوزي ، باجوقي : فمي"
5736,"صيباعي : أصابعي"
5737,"قرصوبة : رقبة"
5738,"توقاه : كان"
5739,"توقاها : كانت"
5740,"أبدي : ما بدي"
5741,"أفيني : ما فيني"
5742,"خملت : فكرت"
5743,"تخّر : ابتعد"
5744,"روح ريح : تنحى جانباً"
5745,"مجا ؟ منجا ؟ أليس كذلك ؟"
5746,"علوّاه : يا ريت"
5747,"أيمتى : متى"
5748,"شو حالك : كيفك"
5749,"هيّيتو : أنهيته"
5750,"ديفونة : صوفاية : صوفا"
5751,"قبوعة : قبعة تجمع على قبيبيع"
5752,"سحسوحة : طيارة عالرقبة"
5753,"الزيرة : جزيرة أرواد"
5754,"مزليط : حجر نهري أملس يستخدم للضرب"
5755,"رعش : حائط استنادي صغير"
5756,"موي : ماء"
5757,"حاكورة : خرابة"
5758,"قرقة ، زيغة : دجاجة مراهقة"
5759,"شلوف : ديك مراهق أو فروج مذبوح"
5760,"ضرب : بنت حلوة ، كاسة متة"
5761,"اللاقوش : الموبايل"
5762,"مسبحة : حمص حب"
5763,"حمص ناعم : حمص مطحون"
5764,"خيور : خيار ) لهجة صافيتا ("
5765,"ليمون : برتقال"
5766,"ليمون حامض : ليمون"
5767,"فليفلة حرّة : فليفلة حادّة"
5768,"سقرق : وعاء معدني يستخدم للسلق"
5769,"قادوس : سقرق كبير ، برميل غسيل"
5770,"تاسومة : شحاط"
5771,"مشزلة : مسجلة"
5772,"التليتي : الثلاثاء"
5773,"الأربعي : الأربعاء"
5774,"كيّس : جميل و جيد"
5775,"جقر : وقح"
5776,"نس : خبيث"
5777,"نشح : سيء"
5778,"هتيّ : ضعيف و محلول"
5779,"أهتر - هترة : عديم ، عديمة المسؤولية"
5780,"فدان : شديد الغباء"
5781,"ملعون : فتح ، حدق"
5782,"مفرع : مخفف تياب"
5783,"ضحكتا لقراميش دينيّا : ضحكتها عريضة"
5784,"مقنزعة ، معنطزة ، مشفترة ، معنفصة : درجات للغرور ) مغرورة ("
5785,"مفنطرة ، مبوزمة ، مشفترة ، محنترة : درجات مختلفة من الزعل ) زعلانة ("
5786,"مكرسحة : متعبة و غير قادرة على المشي"
5787,"مقرعبة : مرتعبة أو شديدة النحافة"
5788,"معصمصة : نحيفة جدا"
5789,"حومة : طويلة جدا"
5790,"بقرة العادة : سمينة جدا"
5791,"زارنة : شاردة"
5792,"مقلقزة : غير ثابتة"
5793,"بليد : قليل المروة"
5794,"تعوّق : تأخّر بالعودة"
5795,"جقمر : جادل"
5796,"رخيه ، دشرو ، دشو : اتركه"
5797,"لا تتجقم فيني ، لا تتلاوق فيني : لا تقلدني بالكلام"
5798,"لا تبعق : لا تصرخ"
5799,"يلقش : يثرثر"
5800,"زلطا : كلا بلا مضغ"
5801,"لوكا : امضغا"
5802,"روّجنا : اقتربنا من النهاية"
5803,"عم تنعوص : عم تبكي بصوت مزعج"
5804,"عم يتدرج : عم يتمشى"
5805,"تنقّز : كول الله جعلو فزرة ، تزهرم"
5806,"شق الشباك : افتح الشباك"
5807,"فقعتو لبيط : ركلته بقدمي بشدة"
5809,"جوّش الابريق : اقترب من مرحلة الغليان"
5810,"قطعت الكاسة : رسبت المتة في قاعها"
5811,"طالع بخوندة : مسافر بشركة القدموس"
5812,"شحاري مفقرك : كم أنت درويش وعلى نياتك"
5813,"مي كيسة : ليست جميلة"
5814,"ماني ساغ : لست على ما يرام"
5815,"ما أتيسك : كم أنت عنيد"
5816,"الحساب عندي إذا بتريد ، لو سمحت خلي المحاسب يراجع الفاتورة"
5817,"عنجد في غلط بالحساب"
5819,"مستغبين الناس يمكن افترضوا أنو وجودي معك رح يحرجك وأنو رح تدفع الفاتورة بدون ما تدقق ويمشي الحال بس ما توقعوا أنو أنا اللي عازمتك"
5820,"يا لطيف شو قوية"
5821,"المسألة باختصار أنو ما بقبل كون ضحية ما بقبل حدا يضحك عليي"
5822,"هذا المشهد حصل ذاته في المطعم ولكن بعد زواج رياض المرادي من رياض العمري"
5823,"الحساب عندي إذا بتريد"
5824,"مو معقول لهلق ما صلحوا الآلة الحاسبة"
5825,"هلق كل مرة بدك تعمليلي قصة الآلة الحاسبة ، أدفعي بدون ولدنة أو اعطيني أنا أدفع الفاتورة وبدون هالفضايح"
5826,"إي بس ...."
5827,"ولدنة زمان بدك تنسيلي ياها بعدين حاج تعمليلي فيها مسترجلة قدام الناس أنتي معك زلمة قد الحيط لا تنسيلي يا مدام أنتي زوجة رياض المرادي يعني أنت حاملة اسمي خلصيني"
5828,"لكن ادفعها أنت"
5829,"رجعت أيام الشتا ، الليل بارد اليوم ، الظاهر هي الشتوية قاسية كتير"
5830,"عم فكر بالمهجرين كيف هربوا من الدم والبرد ، وعم حس شعور الدفء هو ترف بالنسبة لي"
5831,"أنا كتير مقهور ... مقهور ومشتقلك يا ماجدة"
5832,"بالمناسبة ، أنا آسف أنّي كنت أنسى عيد ميلادك ، بس هي عادة لأني من أنا و صغير ما كان حدا يعايدني ، بس هلا رح جيب أجندة وسجل فيها كل الأعياد ، عيد ميلادك ، عيد الحب ، عيد المرأة"
5833,"وأنا عم أحكيلك هالحكي ، إلك بالذات ، لأنك مرايتي ، البيت بارد و ولا شي بدونك ، البيت بلاكي سجن ، و أنتِ وطن"
5834,"ما في أبشع من البيت الفاضي ، إلا البيت يلي مانك فيه"
5835,"يبدو أن للتعايش حدود ومعايير خاصة في مجتمعنا لا يجب أن نجتازها"
5836,"ومع ذلك هناك خطوط حمراء يخطّها المجتمع لكن مع مرور الوقت تُمحى تدريجياً"
5837,"ف ما نتقبله اليوم كان مستهجناً في زمن مضى"
5838,"وما نستهجنه اليوم سيكون مقبولا في زمن سيأتي"
5839,"جلال وحنان قصة حب نسجها الكاتب فادي قوقجي في مسلسله ) ليس سرابا ("
5840,"المشكلة انو كل العيلات الأكابر هلق يابي عم يجيبو يا حبشيات يا اندنوسيات يا اما سيرلنكيات ولي على قامتون والله والله ما عم لاقي عيلة بدا بنت البلد لكن كانو قاتلين حالون علينا هلا مو سائلين فينا بنوب"
5841,"يعني سائلة و مدورة"
5842,"أي والله يابي سألت"
5843,"الله يطعمك اللي ببالك يا بنتي ان شاء الله بتصيري أميرة زمانك يا رب"
5844,"أميرة ؟ ادعيلي صير سيرلانكية"
5845,"آمين يا رب ان شاء الله يحققلك مرادك"
5846,"ولك ما عم صدق شو صايرلك ؟"
5847,"إي لا .... صايرلي .... صايرلي كتيير صايرلي ومصورلي ... كنت مشغلتلك العشرة نار .. وإنتا مو عاجبك وعم ترفّس ... هلأ ، دخيلو أسمو ربي ، باعتلي شخص مشعلتلو شمعة وحدة بس ها ... شمعة وحدة وهو قايسني بالمسطرة وطاير عقلو فيني"
5848,"أنا ما بعرف غازل ، ما بعرف قول لبنت إنه إنت حلوة أو شعراتك حلوين ... بس بعرف إنك لما تكوني جنبي بحس حالي كتير منيح"
5849,"في مرحلة أنا ما مرقت فيا بالتمثيل هيي دور البنت الحبيبة يلي بتنحب و بتحب أنا ما عملتا هي"
5850,"أنا دائما البنت الي ممكن لا تتمتع بجمال كافي ، البنت العانس"
5851,"في أعمال كتير أنا بنقهر إني ما كنت فيا مثلا أنا ما اشتغلت بأهل الغرام"
5852,"أنا لهلأ بالنسبة إلي بزعل .. كتير بزعل إنو ليش .. ليش ؟"
5853,"شو مواصفات إلي بحب ؟ مالو مواصفات الي بحبّ كل الكائنات الي الله خلقا بتحب و بتعشق"
5854,"زينة : في شب تقدملي"
5855,"طيف : إي"
5856,"زينة : شو إي ؟ عم قلك في شب تقدملي"
5857,"طيف : سمعت شو مابفهم مين مين هو مين هاد"
5858,"زينة : هلئ هاد يلي بيهمك ؟"
5859,"طيف : لاء بس فاجأتيني"
5860,"زينة : معك حق تتفاجئ طبعا مو أنا محسوبة عليك كيف بيتقدملي حدا غيرك و بيطلبني لازم ما حدا يقرب عليي و يطلبني وانا هيك ضل ناطرة طول العمر طيف انت عندك شك اني بحبك"
5861,"طيف : لاء طبعا"
5862,"زينة : وانت بتحبني"
5863,"طيف : شو هل السؤال"
5864,"زينة : معناها أنت بتتمنالي الخير"
5865,"طيف : طبعا بس شو قصدك من هاد السؤال"
5866,"زينة : ولا شي"
5867,"طيف : لا في شي احكيلي الشب عاجبك ؟"
5868,"زينة : إي عاجبني و عاجبني بشكل ما ببتصورو بس بتعرف ليش ماعم أحسن وافق ؟ لأني بحبك"
5869,"أنا بدي نقول تعي نسكر عالماضي .. تعي ننسى كل التفاصيل يلي صارت من سنتين لهلئ ولا كأنو صار شي ولا كأنو أنتي تركتيني وسافرتي ، نبدا من جديد"
5870,"ما بعرف إذا بئدر ؟"
5871,"بنئدر ؟؟ هي أول مطرة بالموسم"
5872,"لا تخجلوا ... كلنا كبرنا كتير"
5873,"كبرنا لدرجة إنه بطلنا ندور على أصدقاء جداد أو حتى على ناس يحبونا و نحبهم"
5874,"كبرنا لدرجة صرنا نلبس الملابس يومين و تلاتة ورا بعض"
5875,"لدرجة إنه صرنا نخاف على أهلنا بدل ما نخاف منهم"
5876,"بطلنا نجادل حدا لما نعرف إنه نحنا الصح صرنا نترك الأيام تثبة صحة وجهة نظرنا"
5877,"لدرجة إنه ما عاد حكينا لحدا شو اللي بصير معناها ، ولا شو بوجعنا"
5878,"صرنا نفرح عالسكت ، ونبكي عالسكت"
5879,"صار عادي شو ما كان نوع موبايلي ... وشو ما كانت ماركة ملابسي .. ووين ما كنت ساكن"
5880,"وعادي كتير إني أحكي لكل أصحابي : أنا ما معي مصاري ، ما بقدر أطلع معكم اليوم ، بدون ما أخجل من ردة فعلهم"
5881,"صارت النكت البايخة هي يلي بتضحكنا عنجد ، لأني نحنا صرنا بدنا أي سبب لنضحك عليه"
5882,"وما عاد يأثر فينا الحكي الحلو ، صار بدنا أفعال من القلب"
5883,"بطلنا نتمسخر لما نشوف حدا لبسه مو حلو بالطريق صرنا نحكي ) الله يعين العالم ("
5884,"وتعلمنا إنه ما نستنى شي من حدا .. حتى المعجزات بطلنا نستناها ... لازم تعترفوا كلنا كبرنا مهما كان عمرنا"
5885,"ما تعودت كون غير خفيفة دم وروحي حلوة"
5886,"بحب وجودي يكون مرتبط بالضحك و المزح مهما كانت حالتي النفسية ، وبحب وأنا موجودة يكون صوت الضحك عالي ، والناس كلها تبقى قاعدة تبتسم"
5887,"بحب انعكاس حالة الناس عليي لما يقولولي :"
5888,""""" انتي اللي دخلتي الروح و الطاقة الإيجابية لهالمكان """""
5889,""""" القعدة مو حلوة و مملة بدونك """""
5890,""""" دخيل ربك شو مهضومة ... بتشيلي الهم عن القلب """""
5891,""""" ضحكتك حلوة ... خليكي هيك ... ضلي اضحكي """""
5892,""""" انتي كلشي بتحكيه حلو .. متل ضحكتك الحلوة """""
5893,"بفرح لما أقدر ارسم بسمة ع وجه الناس اللي حواليي"
5894,"الحياة صعبة وكل واحد بصارع فيها بشكل ما ، ما عدنا محتاجين لشي أكتر من أننا نضحك ... خلينا نكون شو حلو بحياة البعض"
5894,"الحياة صعبة وكل واحد بصارع فيها بشكل ما ، ما عدنا محتاجين لشي أكتر من أننا نضحك ... خلينا نكون شي حلو بحياة البعض"
5895,"مساكن و أيامكن ضحكات حلوة"
5896,"الخسران الأكبر بحياتو للأسف"
5897,"الشخص الحسّاس ... هو مو حدا كئيب ولا نكدي .. كل الموضوع أنو تركيبتو غير شوي"
5898,"هو حدا بيفرح من قلبو لما يشوف تفصيل صغير بيفرّح .... وكمان بيزعل من قلبو لو صارت شغلة بسيطة أثّرت فيه بشكل سلبي"
5899,"حدا دموعو قريبة و ضحكتو أقرب"
5900,"حدا روحو هشّة ما بتتحمل العلاقات المتعبة و الانتقاد اللاذع و المشاعر المعقدة"
5901,"حدا أي شغلة بتترك جواتو أثر سواء حلوة أو بشعة"
5902,"حتى يبقى الحلو حلو ، ما تقرب منو كتير : هيك بيقولوا ... يمكن هالحكي كتير صح لأنو"
5903,"البعض بيكونوا أحلى من بعيد ..."
5904,"و علمتنا الكتابة انو نترك مسافة بين الكلمة و الكلمة حتى يفهم الناس شو عم نكتب"
5905,"وعلمتنا حركة المرور انو نترك مسافة بيننا وبين السيارة التي قدامنا حتى ما نصطدم فيا"
5906,"و علمتنا حركة الحياة أنو نترك مسافة بيننا وبين الناس حتى نفهمن منيح و نكشف حقيقتن وحتى ما نصطدم فيون أو نتصادم معهن"
5907,"فنصيحة : ما تقرب كتير حتى ما يملو منك الناس أو يحرقوك بنارن ، ولا تبتعد عنهن حتى ما ينسوك و كمان خلقتنا بالفطرة اجتماعيين"
5908,"وتذكر دوم انو من أهم قواعد الحياة قاعدة اسما قاعدة إدارة المسافات ... وهي كمان من أكبر سنن وحتى سير الكواكب الدقيق مرتبط باحترام المسافات فلو قربت الشمس منا ميلا واحدا لاحترقت الأرض ولو بعدت عنا ميلا واحدا لتجمد كل شي ... فتعلموا منيح إدارة المسافات بتعيشوا مرتاحين"
5909,"كتير بنات صارو يحكو جملة """" أنا بنت عز """" ولما تطلع ع تعاملها مع الناس بتشوف قلة تربية مو طبيعية و أخلاق سيئة"
5910,"ترا العز مو مشان أهلك طبخولك صدر منسف عليه لحمة و بعدها أكلتو حلو و تسالي ، ولا مشان بيوم طبشتوها ع الغدا و عملتو جاجتين محشيين ، ولا لأنو يومين ورا بعض وصيتو أكل من برا ، ومو مشان اشتريتي بلوزة ماركة ، ولا مشان وضع أبوكي كلن منيح و طلعلك شهادة سواقة و صرتي تسوقي سيارتو ، ولا ....."
5911,"بنت العز اللي بتعرف تتعامل مع الناس ، اللي ما بتقلل منهم ، اللي بس تشوف موقف قدامها بحاجة لإنسانية بتساعد ، اللي بس تطلع من بيت أبوها لبيت زوجا ما بتنزل فيه و بأهله تلطيش حكي على أهلي بجيبو هيك و بياكلو هيك و بيلبسو هيك"
5912,"بنت العز اللي وين ما دارت وجها بتلاقي الناس بيدعو لأهلها اللي ربوها ، اللي ما بتدخل بحياة حدا ، ولا طول نهارها بتحكي عن العالم وبتعمل مشاكل وفتنة بنت العز اللي ما بتفضح جوزها قدام أهلها والناس إذا قصر معها بسبب ظروفه بالعكس بتسانده و بتعيش معه ع المرة قبل الحلوة"
5913,"العز مو المصاري يا جماعة ؟ المصاري بتجي و بتروح عادي وأي حدا بيقدر يوفرها ، العز هو الأخلاق و الاحترام و التربية"
5914,"عن حنية فيروز لما قالت : ويا قلبي لا تتعب قلبك ... وبحبك على طول بحبك"
5915,"كيف كانت تعبانة من حكي الناس وكيف ريحتلو قلبو و حسستو بالأمان لما عطتو وعد الحب"
5916,"انو شو ماصار وشو ما انحكى مكلنتو بقلبا ما رح تتغير و قلبا إلو وبس"
5917,"وبحبك على طوول بحبك"
5918,"الناس يلي بتسمع فيروز الصبح هي الناس تحديدا قلبها بيوزع حب عالكوكب كله"
5919,"بمسلسل """" ضيوف على الحب """" بتقول شكران مرتجى كلام كتير حلو وحقيقي :"
5920,"أهم شي انتبهي من هدول الأشخاص يلي بيعطوا نص بكل شي ، يلي بيعطيكي نص حب ح يعطيكي نص نص بكل شغلة بتطلبيها منو ، لا تقبلي بالنصاص ، ولا بالرباع ، خاصة بالحب ، الحب يا كامل يا بلاه بالمرة"
5921,"سامح حتى ينزل الشخص من عينك ؟؟؟"
5922,"بهي الجملة بتتلخص علاقاتي المنتهية ، ولا مرة بعدت عن حدا من تصرف أو موقف عابر ..."
