sentID.BTEC	split	lang	sent	sentiment
17596	corpus-6-train	MSA	"Are there any places I can watch a holly dance while drinking?
"	neutral
17597	corpus-6-train	MSA	"Go down this street to the second intersection.
"	neutral
17598	corpus-6-train	MSA	"My name is Taro Takei.
"	neutral
17599	corpus-6-train	MSA	"I want to play a little longer.
"	positive
17602	corpus-6-dev	MSA	"Do you have stamps?
"	neutral
17603	corpus-6-train	MSA	"Where's the food cart?
"	neutral
17604	corpus-6-train	MSA	"We'll be there in thirty minutes.
"	neutral
17605	corpus-6-train	MSA	"This is room number three, seven and fifty. I want more hair.
"	neutral
17606	corpus-6-test-corpus-26-train	MSA	"I love this service with champagne after the flight. Let me drink to your health.
"	positive
17607	corpus-6-dev	MSA	"Where's the gallery?
"	neutral
17609	corpus-6-test-corpus-26-train	MSA	"Forty dollars a day, plus eight cents a mile.
"	neutral
17611	corpus-6-train	MSA	"Another place that might catch your eye is the world famous Bronx Zoo.
"	positive
17612	corpus-6-train	MSA	"Will the wind be stronger this afternoon?
"	neutral
17615	corpus-6-test-corpus-26-train	MSA	"I bet you five bucks.
"	neutral
17616	corpus-6-train	MSA	"Ten stamps, two and thirty cents, please. Do you have any beautiful stamps?
"	positive
17619	corpus-6-train	MSA	"Good evening, please.
"	positive
17620	corpus-6-train	MSA	"Do you have this model in brown?
"	neutral
17621	corpus-6-train	MSA	"I'm here to take a language course.
"	neutral
17624	corpus-6-train	MSA	"Give me two tickets to the gallery this Thursday.
"	neutral
17625	corpus-6-train	MSA	"Please write me a letter.
"	neutral
17628	corpus-6-train	MSA	"When does the bus leave for Pimlico?
"	neutral
17629	corpus-6-train	MSA	"Can I use this plane coupon?
"	neutral
17630	corpus-6-train	MSA	"I'd like to shave my chin.
"	neutral
17633	corpus-6-train	MSA	"I got a sprain in my ankle.
"	negative
17636	corpus-6-test-corpus-26-train	MSA	"Is this someone else's request?
"	neutral
17640	corpus-6-train	MSA	"I want a nail polish that's thin on my nails.
"	neutral
17641	corpus-6-train	MSA	"Do you have a table for three?
"	neutral
17645	corpus-6-test-corpus-26-train	MSA	"Did you tell me how to get to the museum?
"	neutral
17647	corpus-6-train	MSA	"I want to buy a fish bite.
"	neutral
17649	corpus-6-test-corpus-26-train	MSA	"I'm really sorry, but I'd like to postpone the appointment.
"	negative
17651	corpus-6-train	MSA	"Let me check and see if there are any vacant places.
"	neutral
17652	corpus-6-test-corpus-26-test	MSA	"Did you suggest a short trip?
"	neutral
17653	corpus-6-train	MSA	"Where's the front desk?
"	neutral
17656	corpus-6-train	MSA	"I got shot.
"	neutral
17660	corpus-6-test-corpus-26-train	MSA	"Your train will leave from Pier Eight.
"	neutral
17661	corpus-6-train	MSA	"I'd like to make a long-distance call to the Sheraton Hotel.
"	neutral
17662	corpus-6-train	MSA	"I'll arrive at the hotel at about ten and a half.
"	neutral
17663	corpus-6-train	MSA	"Please call the Japanese embassy.
"	neutral
17664	corpus-6-train	MSA	"Kimono is the traditional Japanese costume.
"	neutral
17665	corpus-6-train	MSA	"Yeah, but I did my first tour two months ago.
"	neutral
17666	corpus-6-train	MSA	"The seat behind my chair is not moving.
"	negative
17667	corpus-6-train	MSA	"I wonder if I could stay in the same room.
"	neutral
17669	corpus-6-train	MSA	"The air conditioner's not working. My room's too cold.
"	negative
17673	corpus-6-test-corpus-26-train	MSA	"I'm looking for a bag with a seat belt.
"	neutral
17674	corpus-6-test-corpus-26-train	MSA	"I'd like to keep it under a hundred and eighty dollars.
"	neutral
17676	corpus-6-train	MSA	"Can I get a ticket to a first-class football game?
"	neutral
17677	corpus-6-train	MSA	"Can I get a cabbage salad instead of this set of authorities?
"	neutral
17678	corpus-6-train	MSA	"Please make sure you come and see me at exactly seven tomorrow morning.
"	neutral
17681	corpus-6-train	MSA	"He stole my passport.
"	negative
17682	corpus-6-train	MSA	"Are you eager to eat Italian?
"	positive
17683	corpus-6-train	MSA	"I'd like a slice of pizza with a toast, please.
"	positive
17686	corpus-6-train	MSA	"I want a hat.
"	neutral
17689	corpus-6-train	MSA	"Do you have any orange juice?
"	neutral
17690	corpus-6-train	MSA	"I want a negative five-and-thirty-six-mm film, please.
"	negative
17691	corpus-6-train	MSA	"Please. Show me the bags, please.
"	positive
17692	corpus-6-dev	MSA	"How far is the nearest gas station?
"	neutral
17697	corpus-6-train	MSA	"When's the next train to Boston?
"	neutral
17699	corpus-6-dev	MSA	"Please send this letter by air mail.
"	neutral
17700	corpus-6-dev	MSA	"I want to confirm the flight booking.
"	neutral
17702	corpus-6-train	MSA	"I feel like I'm spinning.
"	negative
17703	corpus-6-train	MSA	"What's the rate for each tent?
"	neutral
17704	corpus-6-train	MSA	"I have an appointment with Mr. Wilson at exactly three.
"	neutral
17705	corpus-6-train	MSA	"Can you change these lenses to a stronger lens?
"	neutral
17706	corpus-6-train	MSA	"Let me say what I want.
"	neutral
17707	corpus-6-dev	MSA	"How much is this?
"	neutral
17709	corpus-6-train	MSA	"Can I leave a message for him?
"	neutral
17711	corpus-6-train	MSA	"Is Hard Rock a long way from here?
"	neutral
17712	corpus-6-dev	MSA	"Hey, take a look.
"	neutral
17713	corpus-6-train	MSA	"Okay, now, can I buy tickets to the Phantom of the Opera for Saturday morning's party?
"	neutral
17714	corpus-6-train	MSA	"Can you make me a pinch?
"	neutral
17717	corpus-6-train	MSA	"I'm in a hurry. I want to call a cab now.
"	neutral
17719	corpus-6-train	MSA	"It's cold this morning, isn't it?
"	negative
17720	corpus-6-train	MSA	"I booked by GTP in Japan two weeks ago.
"	neutral
17721	corpus-6-train	MSA	"We're stopping at the Beverly Hotel. You can get down there. It's a few minutes walk to the top.
"	neutral
17726	corpus-6-train	MSA	"Can you keep these bags till 4:00 p.m.?
"	neutral
17727	corpus-6-train	MSA	"Can I use the display in this room?
"	neutral
17728	corpus-6-train	MSA	"I see. Take your time, please.
"	neutral
17729	corpus-6-train	MSA	"Are there any 18-hole golf courses?
"	neutral
17731	corpus-6-train	MSA	"I can't understand anything people around me are saying.
"	negative
17736	corpus-6-train	MSA	"The coffee shop's downstairs.
"	neutral
17737	corpus-6-train	MSA	"Good evening. I have a reservation. My name is Yama.
"	positive
17738	corpus-6-train	MSA	"The most important thing for you is to get a good rest.
"	positive
17739	corpus-6-test-corpus-26-train	MSA	"I'll ask you after I look around here and there.
"	neutral
17740	corpus-6-train	MSA	"Do you have any cigarettes?
"	neutral
17741	corpus-6-train	MSA	"Can I order on the bill?
"	neutral
17742	corpus-6-train	MSA	"Now, you promised you'd only buy one pair, okay?
"	neutral
17744	corpus-6-train	MSA	"Is there a pharmacy near here?
"	neutral
17745	corpus-6-test-corpus-26-test	MSA	"Yes, reservation for six days, please, starting July 23rd.
"	neutral
17748	corpus-6-train	MSA	"Can I get some vitamins?
"	neutral
17749	corpus-6-dev	MSA	"Can you take me out of my seat at seven?
"	neutral
17750	corpus-6-train	MSA	"He leaves every ten minutes.
"	neutral
17755	corpus-6-train	MSA	"Let's get a ten-card, one five-card and the rest a little change.
"	neutral
17756	corpus-6-train	MSA	"My laundry hasn't come in yet.
"	negative
17757	corpus-6-test-corpus-26-train	MSA	"Can you show me other things with different designs?
"	neutral
17758	corpus-6-train	MSA	"Yeah, there's one on the other side of the building.
"	neutral
17759	corpus-6-train	MSA	"Where do I go down?
"	neutral
17760	corpus-6-train	MSA	"Can you tell me how to use a currency phone?
"	neutral
17762	corpus-6-train	MSA	"Do I have to pay up front?
"	neutral
17763	corpus-6-train	MSA	"Is there a children's playground near here?
"	neutral
17765	corpus-6-test-corpus-26-train	MSA	"What kind of juice do you like?
"	neutral
17767	corpus-6-train	MSA	"I'd like some foot cream.
"	neutral
17768	corpus-6-train	MSA	"It's a direct connection from one brain to another.
"	neutral
17770	corpus-6-train	MSA	"Can I cash a personal check?
"	neutral
17773	corpus-6-train	MSA	"I want orange juice, corn flakes with milk and honey pie.
"	neutral
17775	corpus-6-train	MSA	"This is printed. Nothing expensive.
"	neutral
17776	corpus-6-train	MSA	"Can I try it?
"	neutral
17777	corpus-6-train	MSA	"I'll be back safe.
"	positive
17778	corpus-6-train	MSA	"What is this necklace pin made of?
"	neutral
17779	corpus-6-train	MSA	"What's the price of a first-class ticket?
"	neutral
17780	corpus-6-test-corpus-26-train	MSA	"Are you going back to your country for the holidays?
"	neutral
17781	corpus-6-train	MSA	"Do you have a bigger bag?
"	neutral
17782	corpus-6-test-corpus-26-dev	MSA	"Where can I go to see a really great view?
"	positive
17783	corpus-6-train	MSA	"I'll send you a copy. Please write your address here.
"	neutral
17784	corpus-6-train	MSA	"Where are the tracks?
"	neutral
17786	corpus-6-test-corpus-26-test	MSA	"This was already broken when I opened the fire.
"	negative
17788	corpus-6-train	MSA	"Well, Mr. Azura, your flight has now been confirmed.
"	positive
17789	corpus-6-train	MSA	"Please give me a ticket.
"	neutral
17790	corpus-6-test-corpus-26-test	MSA	"The twenty-ninth of August.
"	neutral
17791	corpus-6-train	MSA	"Where's the ski lift?
"	neutral
17792	corpus-6-train	MSA	"I have diarrhea. Did you prescribe anything for him?
"	negative
17793	corpus-6-train	MSA	"It's only ten minutes before 10: 00.
"	neutral
17795	corpus-6-train	MSA	"You shouldn't enter this park at night.
"	negative
17797	corpus-6-test-corpus-26-train	MSA	"I'd like to send this to Japan by air mail.
"	neutral
17798	corpus-6-test-corpus-26-train	MSA	"Thanksgiving and Workers Day, it's a day of thanks to all those who have supported society with their work.
"	positive
17799	corpus-6-test-corpus-26-train	MSA	"This room is too small.
"	negative
17803	corpus-6-test-corpus-26-train	MSA	"Can I get some more tea, please?
"	neutral
17805	corpus-6-test-corpus-26-train	MSA	"I want to wash my clothes later today.
"	neutral
17806	corpus-6-dev	MSA	"Not necessary when you're not over the tax exemption limit, but I recommend you file a report for an easy customs exemption.
"	neutral
17808	corpus-6-test-corpus-26-train	MSA	"Is there a bank near here?
"	neutral
17811	corpus-6-test-corpus-26-train	MSA	"Could you clean the table, please?
"	neutral
17812	corpus-6-train	MSA	"Please cover this.
"	neutral
17814	corpus-6-train	MSA	"Sure. Wait with me on the line, please. Your party's started. Please.
"	positive
17815	corpus-6-train	MSA	"Do you mind if I touch that?
"	neutral
17816	corpus-6-train	MSA	"When does the ride start?
"	neutral
17817	corpus-6-train	MSA	"Is this a good one for me?
"	positive
17818	corpus-6-train	MSA	"Tell me about your schedule for this week.
"	neutral
17819	corpus-6-train	MSA	"There's no school equipment desk here.
"	negative
17821	corpus-6-train	MSA	"What do you mean, "" I'm not a doctor ""?
"	neutral
17822	corpus-6-train	MSA	"You're wrong.
"	negative
17823	corpus-6-train	MSA	"Sure, walk.
"	neutral
17824	corpus-6-train	MSA	"Can you keep my bags till four, please?
"	neutral
17825	corpus-6-train	MSA	"I don't have enough money to buy a new one.
"	negative
17829	corpus-6-train	MSA	"What's the first train?
"	neutral
17830	corpus-6-train	MSA	"Can we get a table outside?
"	neutral
17832	corpus-6-train	MSA	"Apparently you were drunk last night.
"	negative
17833	corpus-6-dev	MSA	"Yes, sir. How many people are at your party, and what time do you prefer?
"	neutral
17835	corpus-6-train	MSA	"I think I'll get two cheaper.
"	neutral
17836	corpus-6-train	MSA	"Yeah, I canceled your old card.
"	neutral
17837	corpus-6-train	MSA	"Thank you so much for the meal.
"	positive
17838	corpus-6-train	MSA	"Where's the bus stop?
"	neutral
17840	corpus-6-test-corpus-26-train	MSA	"A knife, please.
"	neutral
17841	corpus-6-test-corpus-26-train	MSA	"These are all prints.
"	neutral
17842	corpus-6-test-corpus-26-train	MSA	"Please write the room number in the back.
"	neutral
17844	corpus-6-train	MSA	"Get up, you thief.
"	negative
17847	corpus-6-test-corpus-26-train	MSA	"We use sticks when we eat.
"	neutral
17848	corpus-6-train	MSA	"Where's the airport bus?
"	neutral
17851	corpus-6-train	MSA	"A hundred bucks a night, plus the service and taxes.
"	neutral
17852	corpus-6-test-corpus-26-train	MSA	"Delta Flight Twenty-Eight to New Orleans is about an hour late.
"	negative
17854	corpus-6-test-corpus-26-train	MSA	"When I return to Japan, I'll write a letter. If you have time, please send me a letter.
"	neutral
17855	corpus-6-test-corpus-26-train	MSA	"I forgot my plane ticket at the hotel.
"	negative
17856	corpus-6-dev	MSA	"How fast are we flying now?
"	neutral
17857	corpus-6-train	MSA	"The lights in my room aren't working.
"	negative
17858	corpus-6-train	MSA	"Thank you so much. Come on. Let's go.
"	positive
17860	corpus-6-train	MSA	"In the pharmacy.
"	neutral
17861	corpus-6-test-corpus-26-train	MSA	"Single room without shower, please.
"	neutral
17864	corpus-6-train	MSA	"Where's the best skiing ground for beginners?
"	neutral
17865	corpus-6-train	MSA	"I want a back seat.
"	neutral
17868	corpus-6-train	MSA	"Is this train going to Melbourne?
"	neutral
17869	corpus-6-test-corpus-26-train	MSA	"Thank you again for reminding me. Do a lot of people forget to sign their names?
"	neutral
17870	corpus-6-train	MSA	"How big is this tower?
"	neutral
17871	corpus-6-train	MSA	"Vincent, did you lock the door on yourself?
"	neutral
17872	corpus-6-train	MSA	"I still have the makeup, so can you wash my face well?
"	neutral
17873	corpus-6-dev	MSA	"Take three pills at once.
"	neutral
17874	corpus-6-train	MSA	"What's your commission?
"	neutral
17877	corpus-6-train	MSA	"Can I drop the car off at another branch?
"	neutral
17879	corpus-6-dev	MSA	"He's unconscious.
"	neutral
17880	corpus-6-train	MSA	"Hotel Tokyo. Can I help you?
"	neutral
17881	corpus-6-train	MSA	"I'm here to visit my friend.
"	neutral
17882	corpus-6-train	MSA	"Is there a TV?
"	neutral
17883	corpus-6-train	MSA	"This is a salad and mashed potatoes.
"	neutral
17886	corpus-6-test-corpus-26-train	MSA	"Okay, we don't have time. Can we continue this discussion on Thursday at one?
"	neutral
17888	corpus-6-train	MSA	"Did you tell me the fastest way to send that?
"	neutral
17889	corpus-6-train	MSA	"Can I take my part in the game practice?
"	neutral
17891	corpus-6-train	MSA	"A blue bag. My name and address are at the bottom. Did you help me find it?
"	neutral
17893	corpus-6-train	MSA	"I want to leave at eight. Did you tell me what I'm due for?
"	neutral
17894	corpus-6-train	MSA	"I want to reserve two seats on flight eight, seven and seventy.
"	neutral
17895	corpus-6-dev	MSA	"A bottle of greasy hair shampoo, please.
"	negative
17896	corpus-6-dev	MSA	"For about two weeks.
"	neutral
17898	corpus-6-train	MSA	"Yeah, I'm taking medication for high blood pressure.
"	neutral
17899	corpus-6-test-corpus-26-test	MSA	"I'd like some pajamas.
"	neutral
17900	corpus-6-dev	MSA	"Where are the coins in the vaults?
"	neutral
17901	corpus-6-train	MSA	"Can I get you some candy?
"	neutral
17902	corpus-6-train	MSA	"There are many reasons why I can't do this.
"	negative
17903	corpus-6-train	MSA	"Is this the right way to the station?
"	neutral
17905	corpus-6-train	MSA	"Let's see what the cost is.
"	neutral
17907	corpus-6-train	MSA	"I suggest you try a Green Bar.
"	neutral
17908	corpus-6-dev	MSA	"I have nine hundred dollars.
"	neutral
17909	corpus-6-train	MSA	"We don't have a reservation for you.
"	negative
17911	corpus-6-train	MSA	"Where did my name go?
"	negative
17914	corpus-6-train	MSA	"I'll be right back.
"	positive
17916	corpus-6-train	MSA	"Please fix this while I'm out tomorrow.
"	negative
17917	corpus-6-train	MSA	"Is that a word?
"	neutral
17918	corpus-6-train	MSA	"Can we have a cigarette butcher?
"	neutral
17919	corpus-6-test-corpus-26-train	MSA	"Okay, I'll call you when they're ready.
"	neutral
17922	corpus-6-train	MSA	"We have other colors.
"	neutral
17923	corpus-6-train	MSA	"Here are a few of the seats left in the official ring.
"	neutral
17925	corpus-6-train	MSA	"We hate to rush, but we have to leave.
"	neutral
17926	corpus-6-train	MSA	"Where and when do we start?
"	neutral
17929	corpus-6-train	MSA	"How can I get the return?
"	neutral
17931	corpus-6-train	MSA	"Oh, I see. These are the cable system channels at the hotel.
"	neutral
17932	corpus-6-train	MSA	"Please stop making fun of the Japanese people.
"	negative
17933	corpus-6-train	MSA	"When can you re-release it?
"	neutral
17935	corpus-6-test-corpus-26-train	MSA	"What about lunch?
"	neutral
17936	corpus-6-train	MSA	"I'd like to book, please.
"	neutral
17937	corpus-6-train	MSA	"I'm trying to find a wrap.
"	neutral
17940	corpus-6-train	MSA	"Will it be tax-free if I send it to Japan from this store?
"	neutral
17941	corpus-6-train	MSA	"Sorry, but I want to discuss some things with my manager before I sign.
"	neutral
17942	corpus-6-train	MSA	"I want a recorder and a radio, please.
"	positive
17943	corpus-6-train	MSA	"I want five of the squares.
"	neutral
17944	corpus-6-train	MSA	"That's my favorite food, you know.
"	positive
17945	corpus-6-train	MSA	"Thank you, sir. Can I get your driver's license?
"	positive
17946	corpus-6-train	MSA	"You're right.
"	neutral
17947	corpus-6-test-corpus-26-test	MSA	"The limousine will stop at the north gate first.
"	neutral
17949	corpus-6-train	MSA	"With insurance, please.
"	neutral
17953	corpus-6-train	MSA	"Where's the Mont museum?
"	neutral
17955	corpus-6-train	MSA	"This train doesn't stop?
"	negative
17958	corpus-6-train	MSA	"Okay. It's twenty, forty, sixty, eighty, ninety, five and ninety, six, seven, eight, nine, one hundred.
"	neutral
17960	corpus-6-train	MSA	"You should go to the tourist information office first.
"	neutral
17961	corpus-6-train	MSA	"That's touching.
"	positive
17962	corpus-6-train	MSA	"Did you get me to town?
"	neutral
17963	corpus-6-test-corpus-26-train	MSA	"How long is the hotel restaurant open for use by me?
"	neutral
17965	corpus-6-train	MSA	"How do I know your bags?
"	neutral
17966	corpus-6-test-corpus-26-dev	MSA	"Is that a direct train?
"	neutral
17967	corpus-6-train	MSA	"Yeah, I loved it so much.
"	positive
17968	corpus-6-train	MSA	"Where can I acid this movie?
"	neutral
17969	corpus-6-train	MSA	"Uh, look, do you, do you know where Riverside Drive is?
"	neutral
17970	corpus-6-train	MSA	"Is this the line for the 9:00 show?
"	neutral
17974	corpus-6-train	MSA	"Do you have any treatment for diarrhea?
"	neutral
17977	corpus-6-test-corpus-26-train	MSA	"Well, it's a little late. I think I should leave now. Thank you so much for a great evening.
"	positive
17978	corpus-6-train	MSA	"Our business starts at eight-thirty to eleven.
"	neutral
17983	corpus-6-train	MSA	"Our company is the fifth largest employer in the world.
"	positive
17984	corpus-6-train	MSA	"It's down there on the left.
"	neutral
17986	corpus-6-test-corpus-26-train	MSA	"Can I have some stomach pain medication?
"	neutral
17988	corpus-6-train	MSA	"Will you keep my coat?
"	neutral
17990	corpus-6-train	MSA	"Sorry, they're all rented. You want extra coverage?
"	neutral
17993	corpus-6-train	MSA	"Can you rent me a beach patch?
"	neutral
17994	corpus-6-train	MSA	"No, we also accept orders you want.
"	neutral
17995	corpus-6-train	MSA	"It's okay to set a date, but it's not necessary to set a weekday.
"	neutral
17996	corpus-6-train	MSA	"I want orange juice, please.
"	positive
17997	corpus-6-train	MSA	"Please suggest me a good restaurant.
"	positive
17998	corpus-6-train	MSA	"What is the hallmark of this city?
"	neutral
18003	corpus-6-test-corpus-26-train	MSA	"I'd like a roast chicken.
"	neutral
18005	corpus-6-train	MSA	"I'm not hungry anymore.
"	neutral
18006	corpus-6-train	MSA	"Don't interfere with what you don't know.
"	neutral
18008	corpus-6-train	MSA	"Can we take a walk around the free markets at the airport?
"	neutral
18009	corpus-6-dev	MSA	"Sorry, I asked for the wrong number.
"	negative
18010	corpus-6-train	MSA	"For five days. I'll get it back on Friday.
"	neutral
18011	corpus-6-train	MSA	"It's not too far. We can get there at about ten in the morning.
"	positive
18012	corpus-6-train	MSA	"No, thanks. It's too small. Do you have another one?
"	neutral
18013	corpus-6-train	MSA	"More receipts, please.
"	neutral
18014	corpus-6-train	MSA	"Can you sell these separately?
"	neutral
18015	corpus-6-train	MSA	"I want a bottle of beer, please.
"	positive
18017	corpus-6-train	MSA	"How much did you pay for a private seat?
"	neutral
18018	corpus-6-test-corpus-26-train	MSA	"It's my fault. It's not your fault.
"	negative
18019	corpus-6-train	MSA	"Just leave me alone.
"	negative
18020	corpus-6-train	MSA	"Is there another group?
"	neutral
18021	corpus-6-train	MSA	"This seat's busy.
"	neutral
18022	corpus-6-train	MSA	"Do I have to reconfirm the reservation?
"	neutral
18026	corpus-6-train	MSA	"Let me see your ticket. You have to take the next flight at one.
"	neutral
18027	corpus-6-train	MSA	"Does anyone speak English?
"	neutral
18028	corpus-6-train	MSA	"You have to book in advance.
"	neutral
18029	corpus-6-train	MSA	"I'd like to get something out of my bag.
"	neutral
18031	corpus-6-train	MSA	"Yes, we have a reservation for you. Can you please fill out this form and sign it?
"	neutral
18032	corpus-6-train	MSA	"I can't find the tour guide who's supposed to come to us at 10:30 a.m.
"	negative
18034	corpus-6-train	MSA	"We'll keep this as a surprise.
"	positive
18035	corpus-6-train	MSA	"To Japan, please.
"	neutral
18036	corpus-6-test-corpus-26-train	MSA	"Excuse me, when does this movie end?
"	neutral
18037	corpus-6-train	MSA	"My car hit a hole.
"	negative
18038	corpus-6-dev	MSA	"Can you give me some medicine?
"	neutral
18040	corpus-6-test-corpus-26-train	MSA	"This, please.
"	positive
18041	corpus-6-train	MSA	"Can you show me the second ring on the left?
"	neutral
18042	corpus-6-train	MSA	"Yes, this way, please.
"	positive
18043	corpus-6-train	MSA	"I'm a little tired of the time difference.
"	negative
18045	corpus-6-train	MSA	"Why didn't you come last night?
"	negative
18046	corpus-6-train	MSA	"I like the deck.
"	positive
18047	corpus-6-train	MSA	"I'd like to order room service, please.
"	neutral
18050	corpus-6-train	MSA	"Which trains go to Wall Street?
"	neutral
18054	corpus-6-train	MSA	"What is the gate number for Japanese Airlines flights to Tokyo?
"	neutral
18055	corpus-6-train	MSA	"Show me the black bag, third to the left in the upper shelf.
"	neutral
18057	corpus-6-train	MSA	"You might get shot in town if you suddenly lost your hand in the pocket next to your chest.
"	negative
18058	corpus-6-train	MSA	"Do you have any strong liquor?
"	neutral
18060	corpus-6-train	MSA	"We have seats available on flight eight five on Monday, twenty-six.
"	neutral
18065	corpus-6-train	MSA	"I would like to apply for my passport again.
"	neutral
18066	corpus-6-train	MSA	"Very well. It can be done.
"	positive
18067	corpus-6-train	MSA	"Why does it cost that much?
"	negative
18068	corpus-6-train	MSA	"Seventy dollars.
"	neutral
18071	corpus-6-train	MSA	"Hello. Is that Mrs. Ono?
"	neutral
18072	corpus-6-train	MSA	"Can I drink the water from the tap?
"	neutral
18076	corpus-6-train	MSA	"I have stomach pain.
"	negative
18077	corpus-6-test-corpus-26-train	MSA	"I need to report.
"	neutral
18078	corpus-6-train	MSA	"It's straight ahead, then turn right.
"	neutral
18079	corpus-6-train	MSA	"How can I adjust the power level of this machine?
"	neutral
18081	corpus-6-train	MSA	"Can you book me for a tour?
"	neutral
18082	corpus-6-train	MSA	"Do I have to declare the contents and value?
"	neutral
18083	corpus-6-train	MSA	"Hey, honey, are you alone?
"	neutral
18084	corpus-6-dev	MSA	"There's nothing I like. Sorry. I don't support anything.
"	negative
18085	corpus-6-train	MSA	"When are we going to De Moane?
"	neutral
18086	corpus-6-train	MSA	"Two hamburgers with cheese and one small order of French fries, please.
"	neutral
18088	corpus-6-train	MSA	"Four five six seven eight nine zero, please.
"	neutral
18091	corpus-6-train	MSA	"On the twenty-third of September.
"	neutral
18092	corpus-6-train	MSA	"I set a meeting for the president at ten o'clock.
"	neutral
18095	corpus-6-train	MSA	"Is this tap safe to drink?
"	neutral
18096	corpus-6-train	MSA	"I'd like a slice of pork loin.
"	neutral
18097	corpus-6-train	MSA	"Well, I guess I'll get something different.
"	neutral
18098	corpus-6-train	MSA	"Take me to the theater, please.
"	positive
18100	corpus-6-train	MSA	"When's the break?
"	neutral
18101	corpus-6-train	MSA	"Excuse me. Can I ask you a question?
"	neutral
18103	corpus-6-test-corpus-26-train	MSA	"Just a minute, please. I'll take you to Mr. Jones.
"	neutral
18104	corpus-6-train	MSA	"Can you check these two bags for me, please?
"	neutral
18105	corpus-6-train	MSA	"This hat doesn't fit me.
"	negative
18108	corpus-6-train	MSA	"There's no payday in the Panno Bank, either.
"	negative
18110	corpus-6-test-corpus-26-train	MSA	"Hi, this is United Airlines.
"	neutral
18111	corpus-6-train	MSA	"When's the time to leave the hotel?
"	neutral
18114	corpus-6-train	MSA	"Do you want me to pay now or later?
"	neutral
18116	corpus-6-train	MSA	"Can I just have the main course?
"	neutral
18119	corpus-6-train	MSA	"Do you want to have a drink while you watch?
"	neutral
18121	corpus-6-train	MSA	"Do you have any more tours?
"	neutral
18123	corpus-6-train	MSA	"I'd like to take a bus to the station. Can I get some change, please?
"	neutral
18124	corpus-6-train	MSA	"Do you have any personal proof with your photo?
"	neutral
18125	corpus-6-dev	MSA	"Do you think there's any hope in this relationship?
"	neutral
18126	corpus-6-train	MSA	"Okay, first I have to go to the information center and look for a hotel.
"	neutral
18127	corpus-6-train	MSA	"I think you misunderstood what I was trying to explain.
"	negative
18130	corpus-6-train	MSA	"Who is this lady?
"	negative
18131	corpus-6-test-corpus-26-test	MSA	"Where does Mr. Jones learn Japanese?
"	neutral
18134	corpus-6-train	MSA	"Can you find her for me?
"	neutral
18135	corpus-6-train	MSA	"Can you save my bags for the tour?
"	neutral
18136	corpus-6-train	MSA	"Which gate should I go to?
"	neutral
18137	corpus-6-train	MSA	"How many cameras do you have?
"	neutral
18138	corpus-6-test-corpus-26-train	MSA	"I have a little one of the same design.
"	neutral
18140	corpus-6-train	MSA	"Can I get a piece of paper or something?
"	neutral
18141	corpus-6-train	MSA	"What's the traffic jam?
"	neutral
18143	corpus-6-train	MSA	"Please change the glass spaces.
"	neutral
18146	corpus-6-train	MSA	"Can you tell me again what the ad guarantees, please?
"	neutral
18150	corpus-6-dev	MSA	"Do you have a menu in English?
"	neutral
18151	corpus-6-train	MSA	"Are there any New York Yankees games this week?
"	neutral
18152	corpus-6-train	MSA	"I'm having a little air circulation, but I feel better.
"	positive
18153	corpus-6-train	MSA	"Seventy-two and Park Avenue.
"	neutral
18154	corpus-6-train	MSA	"Is that a British cigar?
"	neutral
18155	corpus-6-test-corpus-26-train	MSA	"Can you arrange these panties?
"	neutral
18156	corpus-6-dev	MSA	"You have to get on bus number seven.
"	neutral
18157	corpus-6-train	MSA	"No one was seriously injured.
"	neutral
18158	corpus-6-train	MSA	"I'd like a flexible bandage.
"	neutral
18159	corpus-6-train	MSA	"I think the cab number was one two three four five.
"	neutral
18160	corpus-6-train	MSA	"We'll get this.
"	positive
18161	corpus-6-test-corpus-26-train	MSA	"Friday night, at nine.
"	neutral
18162	corpus-6-train	MSA	"I'll send a maid right away.
"	neutral
18163	corpus-6-train	MSA	"But the cost is rising, isn't it?
"	negative
18164	corpus-6-train	MSA	"Actually, my first grandfather came from Sicily at the turn of the century.
"	neutral
18165	corpus-6-train	MSA	"Is there something wrong with this bill?
"	negative
18166	corpus-6-test-corpus-26-train	MSA	"Is this the gateway to Las Vegas?
"	neutral
18167	corpus-6-train	MSA	"Nice to see you. How are you?
"	positive
18168	corpus-6-train	MSA	"This dress suits me nicely.
"	positive
18170	corpus-6-train	MSA	"I'll have some fruit juice.
"	positive
18172	corpus-6-dev	MSA	"What qualifications are required for this job?
"	neutral
18175	corpus-6-train	MSA	"Can you set it up now?
"	neutral
18176	corpus-6-dev	MSA	"I would like to make an international phone call to Japan.
"	neutral
18177	corpus-6-train	MSA	"Can you make a reservation for a golf course?
"	neutral
18179	corpus-6-train	MSA	"I'd like to learn water skiing.
"	positive
18181	corpus-6-test-corpus-26-train	MSA	"Do you have a bus from the airport?
"	neutral
18183	corpus-6-train	MSA	"Can you change this for a bigger one?
"	neutral
18184	corpus-6-train	MSA	"That's my wallet.
"	neutral
18185	corpus-6-train	MSA	"I'd like to cut my hair, just, please.
"	neutral
18187	corpus-6-train	MSA	"Excuse me. Where's the nearest pharmacy?
"	neutral
18188	corpus-6-train	MSA	"I'd like to order a quick meal.
"	neutral
18189	corpus-6-test-corpus-26-train	MSA	"Another spoon, please.
"	neutral
