Sentence_id,sentence,,,,,,,
4150,جلال : متسرخش انا بعمل شغلي بس انت كمان اعمل شغلك . . . انظروا لبعيد هلا عندكم مصالح مشتركه مع اسرائيل لقدام ممكن تصير مصالحكم معنا . . . قلقان على سياره مكشنطه مش قلقان على شعب الو 65 سنه مكشنط تحت احتلال . . كنا مفكرين اللوبي الصهوني مسيطر على امريكا طلع مسيطر بس 2 في الميه,,,,,,,
4151,طلعت : قولوا كيلوا كبدة الجاج بدون لقلوب نطت الخمسه دولار,,,,,,,
4152,جلال : مالك الك علي يامين يا اوباما وبشرف اختك ماضايل سم في البلد الاستيطان اكلنا بدناش نضل نعيد في نفس الحكي اول ماجيت على الحكم اشبعتنا حكي صدقناك طلعت اسمر وكداب ليه صدقتك الحق عليا الحق الحق عليا والله الفضا محنا شايفينوا,,,,,,,
4153,طلعت : قولوا الكرشات لحالها بدون المعاليق نطتت العشرين دولار,,,,,,,
4154,جلال : انت اهبل بحكي مع اوباما وانت نازل تحكيلي معاليق وكبده وقوانص وخصاوي . . . يازلمه بحكي بامور امن دوله حمار انت ? مش انت اوباما بحكي لشغيلي . . . اسمع يا اوباما وحطها حلقه في منخارك . . . السلام الاقتصادي والشعب الفلسطيني ادا بنعطيه مصاري بتغنغ وبسكت . . . هادا الحكي بمشي على كم واحد . . . ادا الاسرى والقدس والاجئين والجدار الي ستحى هتلر يبني زيوا وال 67 منتهتش وشرفك ع الطيب لتقوم انتفاضه اتضلها الدهر كلوا شغاله . . . وانت شو دخلك في الانقسام اشي بينا حرين احنا احيانا بنحس كاكا واحيانا بنحس بيبي ويامتدخل بين الكناين مابنوبك غير الفيفي واللحمه مع العشره بتخاوي والرز مع الزهره بنكز والبينجان بلزك . . . والله يخليك وانت جاي بتزور قبر رمزنا الشهيد ابو عمار . . . شو بدكاش تزورو ?,,,,,,,
4155,( يغلق الهاتف ),,,,,,,
4156,لهان وستوب ابو عمار خط احمر . . . . طلعت لم العده,,,,,,,
4157,طلعت : حاضر سير,,,,,,,
4158,منال : مالك شو في,,,,,,,
4159,جلال : ابو عمار رمزنا بطل في حكي بينا,,,,,,,
4160,منال : هو على خاطرك . . . . شباب اعطوه نقره,,,,,,,
4161,"يتقدم مجموعه من الامن باتجاه طلعت وجلال , ( طلعت وجلال يخرجون مفكات من جيوبهم )",,,,,,,
4162,طلعت : هلا بخليلك وجهك هاي وي,,,,,,,
4163,جلال : بركبلك تلي فريك بين دنيك,,,,,,,
4164,يهجم الامن على طلعت وجلال تدور معركه,,,,,,,
4165,في نهاية المعركه نشاهد قدم شخص وكندرته على وجه جلال وفي الخلفيه العلم الامريكي,,,,,,,
4166,جلال : خلص بصلحها كل اللي بدها اياه بخاخ بنزين نص ساعه وبتكون جاهزه,,,,,,,
4167,فاخر والعيله,,,,,,,
4168,المشهد الاول,,,,,,,
4169,نرى فاخر نائما على الكنباي ومغطى بحرام .,,,,,,,
4170,يطلب رقم على هاتفه,,,,,,,
4171,"فاخر : ليش فتحت الخط , ارجعلي . . ( يرن هاتفه ) شو الوضع ? اقوم ولا اسحبها ? اضراب طب سلام .",,,,,,,
4172,تأتي زوجة فاخر,,,,,,,
4173,"فخريه : شو يافاخر ? مش ناوي تقوم , الك 6 اشهر نايم , بدك تضلك نايم , انت معاشك وافي يادوب ايكفينا اسبوع , شحال بنص معاش ? . . . . قوم فز . . . على لحساب موظف قد الدنيا والناس قدام مكتبك طوابير تمشي معاملاتهم . . . مشي معاملتنا اول . . . مش معدتنا انا وهالاولاد , انقتلنا عدس وقلاية بندوره . . . نفسنا في بروتين جاج بيض بلاش بيض البيض غالي , بس جاج على الاقل بفهم لحمة الخروف اشي مستحيل والسمك ولا بالاحلام , مشينا بجاجه . . . اسمع هن كلمتين , انا طفرت واصله معي لهان . . . اذا متغدناش جاج رايحه على المحكمه وخالعتك . . .",,,,,,,
4174,يرن هايف فاخر,,,,,,,
4175,"فاخر : الو . . انو صلاح ? اي معامله ? اه معاملتك هيها عند الوكيل . . . اه انا في المكتب . . . لا ليش تيجي , بكرا انا بوصلها لعندك .",,,,,,,
4176,المشهد الثاني,,,,,,,
4177,العائله جالسه على الطاوله تأكل دجاج وتوابعه,,,,,,,
4178,"فاخر : بدك تخلعيني يافخريه عشان جاجه , بس انا اصيل وبضحيش فيكي , . . . . . لسا ماشفتوش المفاجأه . . . بس انا خايف عليكم تنشلوا من الفرحه . . . . غمضوا عيونكم .",,,,,,,
4179,فاخر يخرج كرتونة بيض,,,,,,,
4180,فاخر : فتحوا,,,,,,,
4181,الجميع : بيض بيض .,,,,,,,
4182,فخريه : مش معقول . . . بحبك بحبك . . . انا اصلا تجوزتك على هبلك وطيبتك وكرمك . . . . لازم سموك كريم مش فاخر .,,,,,,,
4183,البنات : بنحبك يابابا,,,,,,,
4184,فاخر : فش ازكا من البيض . . . خلص دمعتي بدها تنزل محلا لتنغنغ .,,,,,,,
4185,( يرن جرس الباب ) العائله تنتفض ويخبئون الاكل قبل فتح الياب يخفون اثار الاكل .,,,,,,,
4186,فاخر : هدول الجيران شموا الريحه ضبوا ضبوا يسرعه .,,,,,,,
4187,فخريه : ( للبنات ) تفتحيش . . . . . ادا بسالوا اكلنا وخلصنا ويادوب كفتنا,,,,,,,
4188,فاخر : ( للبنات ) اوعوا تجيبوا سيره انوا عنا بيض . . . بكلكوا اكل بفجر الدار .,,,,,,,
4189,( يرتبون كل شي كان شيا لم يكون ),,,,,,,
4190,يدخل الجيران,,,,,,,
4191,ابو محمد : والله ياعمي الف مبروك على الجاجه صبرتوا ونلتوا,,,,,,,
4192,فاخر : الله يبارك فيك عقبال عندك وعند كناينك . مين هادي ?,,,,,,,
4193,ابو محمد : مرتي مالك يا زلمة,,,,,,,
4194,فاخر : والله ما عرفتك مسوية حواجبك تاتو,,,,,,,
4195,ام محمد : نظرك متحسن مع الجاج . . . . ما اسقعك والله يافخريه انبسطلك من قلبي . . . بس عتبانه عليكي . . . كان بعتي وراي نحشي الجاجات .,,,,,,,
4196,فخريه : اننه اجات كلها جاجه وحده وكيلوا ونص حشيتها بصله وعلى الماشي .,,,,,,,
4197,( يرن جرس البيت يدخل ابو علي وزوجته ),,,,,,,
4198,ابو علي : الف الف مبروك الجاجه .,,,,,,,
4199,فاخر : يبارك فيك انشالله بنردلك اياها لما تشتري سمكه .,,,,,,,
4200,ابو علي : الهي يسمع منك .,,,,,,,
4201,فاخر : مين هادي ?,,,,,,,
4202,ابو علي : مرتي يا زلمة مالك ?,,,,,,,
4203,فاخر : هييك حاطة رموش عيرة والله ما عرفتك,,,,,,,
4204,ام علي : احكي وسمع يا خوي يا فاخر . . . الحمار اللي عندي الو اسبوع مش منتبه,,,,,,,
4205,فخرية : شو تعمل المشاطة في الوجه العكر,,,,,,,
4206,ام علي : مبروك الجاجة,,,,,,,
4207,فخرية : يبارك فيكي,,,,,,,
4208,فاخر : تفضلوا تفضلوا ( يتحدث الى الكاميرا ) كيف لو يعرفو اني جبت كرتونة بيض .,,,,,,,
4209,المشهد الثالث,,,,,,,
4210,في غرفة نوم فاخر وزوجته . . . فخريه نائمه وفاخر جالس .,,,,,,,
4211,في السرير يدخن ويبدو قلق ( ممكن استعمال اغنيه في هذا المشهد ),,,,,,,
4212,فاخر : فخريه .,,,,,,,
4213,فخريه : مم . . . ممم .,,,,,,,
4214,"فاخر : انتي فخريه ولا ابو علي جارنا . . . . في موضوع عاملني نيرفس شوي , انا بافخريه ضحيت في موزز كتير وخترتك انتي , الحب اللي بينا مش لازم يفرقوا لا جاجه ولا كرتونة بيض , وحبنا اكبر من كيلوا لحمه عجل , لو لحمة خروف بحكي الواحد . . . . انا يافخريه عمري ماخنتك بس بدي احكيلك وريح ضميري . . . . الجاجتين وكرتونة البيض اخدت فيهم 300 دولار قرض",,,,,,,
4215,المشهد الاخير,,,,,,,
4216,"بيت عزاء تراتيل دينيه حزينه . . . . فاخر يلبس حطه ويجلس مع شخصان , يدخل ابو علي",,,,,,,
4217,ابو علي : عظم الله اجركم على القرض .,,,,,,,
4218,"فاخر : شكر الله سعيكم , نشالله بنردلك اياها لما تموت مرتك .",,,,,,,
4219,ابو علي : امين يارب العالمين .,,,,,,,
4220,"ابومحمد : والله صعبه ضربه صعبه , بس ربنا بلهم الصبر .",,,,,,,
4221,"فاخر : لاصبر ولا صابر , اللي بموت بنتسى بس القرض بنتساش فوائد لعشرين سنه",,,,,,,
4222,"ننتقل الى غرفة النساء . . . فخريه لابسه اسود والنساء لابسات اسود وتنوح .",,,,,,,
4223,فخريه : ياريتوا انكسرت رقبتوا ولا وصل البنك .,,,,,,,
4224,ام محمد : خلص وحدي الله يابنت الحلال . . . الله يصبركوا .,,,,,,,
4225,"فخريه : انا مش على 300 دولار , انا على ال 2000 دولار فوائد",,,,,,,
4226,ام علي : بس ماانتو اكلتوا . . . اللي بدو الدح بحكيش اح,,,,,,,
4227,ام محمد : كمان كرتونة بيض . . كل الحارة مش عارفة هو جاب كرتونة ولا نص كرتونة,,,,,,,
4228,ام علي : والله في ناس بتقول انو البيض بلدي مش بيض مزارع,,,,,,,
4229,"فخرية : ايوة يا اختي انت واياها زيدي علي زيدي . . . زي الردادة والنواحة . جايات تعزوا ولا جايات تتشمتوا في ? اطلعي برا انت واياها يا ام رموش عيرة , وانت صدقت انك محلوة , هذا فاخر لما حكالك هيك كانت نفسياتو منيحة ماك لجاج . ( تطردهم )",,,,,,,
4230,ننتقل الى غرفة الرجال,,,,,,,
4231,ابو محمد : ( مازحا ) هذا كيف لونك اشتريت كرتونة بيض هههه,,,,,,,
4232,فاخر : متعرفناش على حضرتك . . . . انصرف اطلع برا .,,,,,,,
4233,"ابو علي : يا خوي يا فاخر بدنا نفهم . . . في ناس بتقول انك جبت كرتونه وفي ناس بتقول انك جبت نص , يا اخي كم بيضة",,,,,,,
4234,"فاخر : بيضتين . . . اطلع انصرف برا , يلعن ابوكو هلسات . ( الى الكاميرا ) ياريتها اجت في وحده من البنات ولا اجت في الراتب",,,,,,,
4235,فافيز ( طنطات ),,,,,,,
4236,المشهد الأول :,,,,,,,
4237,"( سمير و حمادة يسيرون في شارع فخم في منطقة الطيرة , و معهم كلب صغير جدا جدا , و الاثنان يأكلون البوظة و يتحدثون مع بعضهم البعض , سيارة يوجد بداخلها شابان يتحرشون بهم ) ( بعد المرة الثالثة )",,,,,,,
4238,"سمير : ييي آي خلص , يا الله دايئتنا !",,,,,,,
4239,حمادة : بتعرفنا شي ?,,,,,,,
4240,"سمير : آي خلص , شو أول مرة بتشوف كلب ?",,,,,,,
4241,"الشاب : باختصار , حابين نتعرف على الحلوين !",,,,,,,
4242,حمادة : و مين ئلك إنو إحنا حابين نتعرف عليك ?,,,,,,,
4243,سمير : خلص روح من هون ! يا بجيبلك ماما هلأ تبهدلك !,,,,,,,
4244,( الشاب يغادر ),,,,,,,
4245,المشهد الثاني :,,,,,,,
4246,"( في منزل , الأم و ابنها , الأم جالسة , يدخل سمير )",,,,,,,
4247,"سمير : ماما الضو عندي في الأوضة بضل يلمع , يضوي و يتفي ! يضوي و يتفي !",,,,,,,
4248,الأم : بدو حزق ! بدو حزق يما !,,,,,,,
4249,"سمير : تب ئومي بليز إحزئيه , بخاف من الكهرباء !",,,,,,,
4250,الأم : بدي أجيب مفك أحزقلك كل براغيك ! انصرف من وجهي مايع !,,,,,,,
4251,سمير : بليز ماما ! شو حكيت أنا ! كل اللي تلبتوو منك تحزئيلي الضوو !,,,,,,,
4252,"الأم : ولك خلص ! كرهتني في حالي ! كرهتني في الرجال ! كرهتني في اليوم اللي خلفتك فيه ! ولك شد حيلك , يخرب بيتك لمين طالع رخو ! ولك أبوك كان الصقر يوقفوا ع شواربة ! بس يقولوا أبو سمير كل الرجال توقف على رجليها !",,,,,,,
4253,سمير : ماما . . .,,,,,,,
4254,الأم : ماما اللي يخلع نيعك ! بنطلونك واصل لركبك ! مقضيلي إياها شو لون البوكسر اللي نازل جديد ! تويتر ! آي فون ! نفسي وحدة تطلع عليك ! حاسبينك صاحبتهم الرابعة ! رحنا نطلبلك ! أهل البنت سألونا جايين تخطبوا البنت ولا أخوها ?,,,,,,,
4255,سمير : ماما . . .,,,,,,,
4256,الأم : ولك أسكت ! نفسي مرة أسمع عندك موقف ! عند رأي زي هل الشباب !,,,,,,,
4257,سمير : ماما ! ليش هيك بتحكي معي ? نسيتي كلشي بعملو ? مين بنزل الزبالة كل يوم ?,,,,,,,
4258,الأم : انصرف من وجهي يا مايع !,,,,,,,
4259,سمير : إذا هل الئد مدايئة مني ! أيم ليفينغ ذا هاوس !,,,,,,,
4260,الأم : تترك البيت ? بس بالآخر راح ترجع ! ما انت بتخاف من العتمة ! عبيتوا البلد !,,,,,,,
4261,( سمير يخرج ),,,,,,,
4262,المشهد الثالث :,,,,,,,
4263,"( في موقف عمارة فخمة , سمير ينتظر صديقه و هو غاضب , نرعى حمادة قادم و هو فزع و منفعل )",,,,,,,
4264,حمادة : سيموو حبيبي ! إيش في ? ئلئتني عل التفلون ! ليش الآئنتي زعلانة منك ?,,,,,,,
4265,سمير : أنا خلص مئبعة معي ! إتس أن فير !,,,,,,,
4266,حمادة : مش مئول الآئنتي تحكي هيك ! بس بضلها الماما يا سيموو !,,,,,,,
4267,"سمير : ئال بتئولي إنو الصئر كان يوقف ع شوارب بابا ! حمادة , معئول هل الحكي ? معئول في صقر بوئف عل الشوارب ! بخرمشش الشفايف ?",,,,,,,
4268,حمادة : لأ يييييي لأ ما بتخيل ! بتبالغ الآئنتي !,,,,,,,
4269,سمير : أنا بدي أسبتلكم من هوي سيموو و مين هوي الصئر !,,,,,,,
4270,المشهد الرابع :,,,,,,,
4271,"( مسيرة فافيز يحملون لافتات ضد غلاء الأسعار , مكتوب على اللافتات : 1 : الله كتير أكبر من الحكومة : 2 : من أجل أطفالنا خفضوا سعر عصير البقر ! : 3 : مش معقول علبة الواكس تنط الخمسة دولار : 4 : حكومة , عنجد بلا بياخة )",,,,,,,
4272,( يهتفون في المسيرة ),,,,,,,
4273,سمير : آي آي راسي ! البلد وضعها آاسي !,,,,,,,
4274,( يعيدون من خلفه ),,,,,,,
4275,حمادة : كت كات سناك دروبس ! هلأ رخصوا الخبز !,,,,,,,
4276,سمير : إذا ئبعت معنا بنضرب تل أبيب بتامر أربعة !,,,,,,,
4277,"( نسمع صوت انفجار , يبدأون بالتراكض و الهرب , و يهتفون , سلمية , سلمية )",,,,,,,
4278,سمير : بليز ستنوني ! شكلي تصاوبت في ال آس !,,,,,,,
4279,"( حمادة مغمى عليه , سمير يحاول مساعدته )",,,,,,,
4280,"سمير : يا ماما , يا ماما , صملا عليك , صملا عليك !",,,,,,,
4281,"( نرى سيارة عجلها مفقوع , و صاحب السيارة ينظر إلى العجل )",,,,,,,
4282,السائق : شو اللي فقعوا هل العجل ?,,,,,,,
4283,( نعود إلى حمادة و سمير ),,,,,,,
4284,سمير إلى حمادة : يللا ئوموا بلاش يضربوا كمان صاروخ ! يللا ئوموا !,,,,,,,
4285,فيلم أمريكي,,,,,,,
4286,المشهد الاول :,,,,,,,
4287,"امام مبني فخم , شجادة حمراء مفروشة على مدخل المبنى . مسؤول ومرافقه ( او مرافقين وهم عبارة عن امن ) واقفان امام باب المبنى في انتظار الوفود .",,,,,,,
4288,"سيارة فخمة تصل الى المكان , تنزل فتاة موديلز تجر نعجة , النعجة تلبس جرافتة",,,,,,,
4289,المسؤول : اهلا اهلا وسهلا نورتي ( ينظر الى الفتاة ) شو هالطعجة يا نعجة ( يقبل النعجة على الخدين ) اتفضلي اتفضلي 10 دقائق وببدأ ا جتماع,,,,,,,
4290,"تأتي سيارة اخرى تنزل فتاة ونعجة اخرى , النعجة ترتدي بابيونه",,,,,,,
4291,"المسؤول : اهلا وسهلا شرفتوا البلاد , 10 دقائق وببدأ الاجتماع ( ينظر الى الفتاة ) الاجتماع راح يكون حامي حامي . . . ما الاوضاع حامية الوطن العربي بغلا غلي ( يقبل النعجة على الخدين ) اتفضل اتفضل سيادتك",,,,,,,
4292,"تأتي سيارة اخرى تنزل فتاة مع نعجة , النعجة تلبس لفحة",,,,,,,
4293,"المسؤول : طول عمر سياتك مزوق في اللبس , لفحة وساعة بتلمع , يا ميت اهلا وسهلا , 10 دقائق وببدأ الاجتماع ( ينظر الى الفتاة ) اليوم لو بنضل للصبح لازم نطلع بقرارات , الاوضاع بتغلي غلي",,,,,,,
4294,"تأتي عدة نعجات , المسؤول ومرافقيه يتصرفون كالرعيان ويوجهون النعجات الى داخل القاعة .",,,,,,,
4295,المشهد الثاني :,,,,,,,
4296,"داخل قاعة الاجتماع , النعجات جالسات والمسؤول يتحدث عبر مايكريفون",,,,,,,
4297,"المسؤول : سيدي رئيس الجلسة قلت عن الذئاب , الذئاب تأكل النعاج وللاسف هم ليسوا ذئاب ولكن اغلبنا اصبحنا نعاج . لما ليلى الحمرا يا اخوان بعتت الطبخات لجدتها , ابن الحرام الذيب ضل يلف حواليها زاكل جدتها ونام محلها , اجت الهبلة ليلى بدها تطعمي الذيب بتفكروا جدتها , لولا الله من فوق بعت الصياد ولا راحت ليلى زي كيف راحت جدتها . احنا اللي بصير فينا زي ليلى بسما اجاناش الذيب . الثورة المصرية دخلت في الحيط , يا احمد شفيق يا اخوان مسلمين , احيه , وهذا الاخ بتقعدش مع نسوان لانو بنفعل والكاميرا بتلقطوا . الاخوان التوانسة شردوا من عزرائيل اجاهم قباض الرواح , العراق مشكلتها صارت معقدة اكثر من فلسطين , وسوريا مأساة العرب المعاصرة وفلسطين ( )",,,,,,,
4298,"اي طفرتونا مين مع ايران ومين مع سوريا ومين مع امريكا ومين مع الصين ومين مع تركيا ومين مع البرشا ومين مع الريال , اي خلص .",,,,,,,
4299,"صوت نعجة ماء ماء",,,,,,,
4300,"المسؤول : بدك تنسحب الله معك , مش عشان طالعلك قرنين تشوف حالك علينا",,,,,,,
4301,"صوت نعجة اخر ماء ماء , ثم اصوات جماعية للنعاج ماء ماء ماء",,,,,,,
4302,"المسؤول : هذا بطل اجتماع هذا صار بطيخ , احترم حالك انا مش راح اقل ادبي معك , بسيطة , لو بس الله يحولني تيس لاربيكوا واحد واحد , بكرا بيجي عيد الاضحى وبدي اشوف انو اللي راح يطلع صوتوا",,,,,,,
4303,"تدور معركة بين المسؤول والنعاج , المرافقين عبارة عن فزيعة",,,,,,,
4304,المشهد الثالث :,,,,,,,
4305,"في حقل , النعجات ترعى في الحقل , يظهر رجل يلبس كاوبوي على فرس ويقود القطيع , يطلق النار بالهواء",,,,,,,
4306,الرجل : ( بالانجليزي ) @@Lاط@@ىَللَ @@Lاط@@Bَبِeس @@Lاط@@تِمe @@Lاط@@تْ @@Lاط@@ةرْدُce @@Lاط@@مِلك,,,,,,,
4307,المشهد الرابع :,,,,,,,
4308,نكتشف بأن المشاهد السابقة هي عبارة عن فيلم تشاهده عائلة من خلال التلفاز . العائلة مكونة من رجل وزوجاته الثلاث,,,,,,,
4309,احدى الزوجات منقبة والاخرى حامل والثالثة نائمة على الفرشة . المنزل مكون من فرشات على الارض وطبلية,,,,,,,
4310,"الزوجة الحامل : ييه لو اخدوك ترعى معهم بدل ما انت قاعد , ع القليلة بحلبوك بنستفيد منك",,,,,,,
4311,( الرجل ينظر اليها ولا يتحدث ),,,,,,,
4312,الرجل : حسب الجدول انا وين الليلة ?,,,,,,,
4313,"الزوجة الحامل : انا بالنسبة الي قيموا اسمي من البرنامج , انا هذا الفيلم وضحلي كتير شغلات , وانتن خليكن نساء حائرات على هبلكن . . . . . ( لحظة صمت ) ربنا بحبني طلعت حامل في بنت مش نعجة",,,,,,,
4314,زوجة 2 : ( تسأل الزوجة الحامل ) هي النعجة كم سنة بتعيش ?,,,,,,,
4315,الزوجة الحامل : اسألي النعاج ( تشير الى الزوج ),,,,,,,
4316,"الزوجة المنقبة : شو الفرق بين السخلة والنعجة , كلهم أناثي",,,,,,,
4317,الزوج يغضب ويفش خلقه في المنقبة,,,,,,,
4318,"الزوج : وانت ليش مغطية ع وجهك في الدار , ارفعي",,,,,,,
4319,الزوجة المنقبة ترفع نقابها,,,,,,,
4320,الزوج : انا حسب الجدول وين ?,,,,,,,
4321,الزوجة المنقبة : عندي,,,,,,,
4322,الزوج : لسى بدري الليل بأوله,,,,,,,
4323,الزوجات تدير ظهورها للزوج,,,,,,,
4324,"الزوجة الحامل : تنقل محطة التلفزيون , يظهر على الشاشة فيلم وثائقي عن النعاج",,,,,,,
4325,صوت من الفيلم : تعيش النعاج ضمن جماعات في المراعي والجبال . . . . . الخ,,,,,,,
4326,كوفي شوب لاجئ,,,,,,,
4327,المشهد الاول :,,,,,,,
4328,"يصور المشهد بالأبيض والاسود ليعبر عن زمن لجوء الفلسطينيين عام 48 .",,,,,,,
4329,"في احدى الجبال رجل وامرأة . المرأة تركب على حمار والرجل يجر الحمار . الرجل يبدو عليه مثقف ( أستاذ ) يلبس بنطالون وقميص وجاكيت موديل 48 , يحمل حقيبة وبيده الاخرى يجر الحمار . الزوجة راكبة على الحمار , تلبس فستان طويل ومنديل على رأسها . الحمار محمل ايضا بفرشات وبعض الصرر .",,,,,,,
4330,"الرجل : انت بدك تضلك راكبة على الحمار , صارلي 6 ساعات بسوق فيكي , صرنا بدنا نوصل اربد . . . السماط ذبحني , بدلي",,,,,,,
4331,المرأة : امشي كمان ساعة تنخلص هالتلة,,,,,,,
4332,الرجل : يلعن ابو الحب شو بذل,,,,,,,
4333,"المرأة : انت قلتلي يومين وبنرجع ع الناصرة , صارلك يومين بتمشي في",,,,,,,
4334,"الرجل : اه قلتلك يومين او ثلاث بس ع بال ما يوصل الجيش العراقي والمصري , مسافات بينا وبينهم بدهم شوية وقت",,,,,,,
4335,"المرأة : انا بقول نرجع , بجوز هلقيت حسموا المعركة بعدين الذهبات حطيتهن تحت التينة , قلتلك احملهن معي",,,,,,,
4336,"الرجل : جننتيني في هالذهبات , من وقت ما طلعنا وانت تقولي الذهبات , اللي بسمع بقول عندك خوات الماز , كلو حلق وإسواره فضة , انزلي ركبيني يا بنت الحلال السماط ذبحني",,,,,,,
4337,"المرأة : حسب توقعاتك بما انك استاذ تاريخ ومتعلم , قديش بدها المعركة تتخلص ?",,,,,,,
4338,"الرجل : حسب توقعاتي نص ساعة زمن , 10 جيوش هدولا والله لو تفوا عليهم ليغرقوهم , هي بالكثير جمعة زمان , والله لنرجع تلاقي الذهبات محلهن , ركبيني السماط قتلني",,,,,,,
4339,"المرأة : تنخلص هالتلة , اسحب اطلع يلا",,,,,,,
4340,الرجل : طالعة طالعة,,,,,,,
4341,المرأة : تصدر صوت مشي الحمار,,,,,,,
4342,الرجل : اسحبي اسحبي بس انت طالعة,,,,,,,
4343,"نرى ونسمع صوت طائرة قديمة في السماء",,,,,,,
4344,الرجل : ها مش قلتلك هي الجيش العراقي وصل بالطيران يركضون خلف الطائرة فرحين جدا,,,,,,,
4345,"المرأة : ( تؤشر للطائرة ) غاد غاد فلسطين , اضرب غاد الله ينصركوا",,,,,,,
4346,"الرجل : ( الى الطائرة ) طالعة طالعة من عندك اضرب , اسحب",,,,,,,
4347,"المرأة : غاد غاد ضلك ساحب , شد يا عاطف بدنا نرجع ع الدار",,,,,,,
4348,الرجل : ع مهلك علي السماط قتلني,,,,,,,
4349,نراهم يركضون خلف الطائرة .,,,,,,,
4350,المشهد الثاني :,,,,,,,
4351,"في منطقة خلاء كأنها حدود بين الدول . مقهى عليه آرمة كبيرة مكتوب عليها ( كوفي شوب لاجئ بإدارة عاطف )",,,,,,,
4352,"بعض من مستلزمات القهوة مثل كاسات , فناجين , غلايات , طاولات وكراسي قديمة , راديو قديم في المقهى . جميع مستلزمات المقهى بسيطة جدا ومهترئة نسبيا .",,,,,,,
4353,مجاميع من المهاجرين قادمة بإتجاه المقهى يحملون حقائب وفرشات . . . الخ,,,,,,,
4354,"عاطف : يا ميت اهلا وسهلا بالاخوان , نور البار قصدي الكوفي شوب",,,,,,,
4355,يبدأ الوافدون التسليم على عاطف,,,,,,,
4356,"عاطف : يا هلا بالليبية , زنقة زنقة , ارتاحوا ارتاحو , بعرفكوا بتموتوا ع النوم انتو الليبية , جوا اللي بدو ينام . شاكو ماكو يا الاخو يا هل يا هلا بالعراقية ( يغني لهم يا البرتقالة ) ( ينادي على صبي القهوة ) مهند ولك يا مهند حرك حالك الشغل حبطرش صار .",,,,,,,
4357,مهند : انا مش ملحق بدي بارت تايم,,,,,,,
4358,"عاطف : بارت شو ولا ? ( يشده من رقبته ) ولا انشاءالله بتحسب حالك مهند التركي , فز ع الشغل ولا",,,,,,,
4359,مهند : @@Lاط@@سهِت,,,,,,,
4360,يدخل لاجئ بحريني يلبس دشداش ولفة راس,,,,,,,
4361,"عاطف : وصل النفط , وصل الدولار . . . يا هلا يا هلا , اكيد الاخوان قطرية , هذا مش ربيع هذا مربعنية , هلا بالقطرية",,,,,,,
4362,"البحريني : علامك تخربش , اخوك من البحرين",,,,,,,
4363,"عاطف : مش المهم في نفط . يا هلا يا هلا . اهلا وسهلا في الجميع , وما حدش يقولي سني ولا شيعي , احنا هونا واحد , في كوفي شوب لاجئ لا مجال للطائفية وفصل الدين عن الدولة . ( ينظر الى مهند الواقف بشكل صنم لا يفهم ما يجري حوله )",,,,,,,
4364,"مهند , مالك مبلم مالك ملصم , حرك حالك , اسمع البحرينية دير بالك عليهم دفيعة الشباب , اسمع اخوانا في الخليج بحبوا السهر والجو . بدي اطج تلفون لسرين عبد النور الليلة ضروري تيجي تحيي حفلة عنا",,,,,,,
4365,مهند : ليش سيرين عبد النور ? ما هيني انا مالي ?,,,,,,,
4366,"عاطف : ولك روح , روح عليت قلبي",,,,,,,
4367,تدخل عائلة سورية امرأة وزوجها . نرى العائلة من بعد 10 متر من موقع المقهى يتصايحون . الرجل يجر في المرأة وهي لا تريد ان تمشي .,,,,,,,
4368,"الرجل : لك صباح حبيبة ألبي , لك مهجة عيني امشي والله انا خايف عليكي",,,,,,,
4369,"صباح : قصي حبيبي قلتلم ما بدي اطلع من حلب , ومش مصدقتك اسبوع وبنرجع , لك دار اختي سهى طلعوا من دير الزور والون شهرين وما رجعوا , ومو باين راح يرجعوا عن قريب , رجعني هلا ع حلب لو بموت هنيك . قصي افهمني",,,,,,,
4370,"قصي : لك يا بنت عمي يا صباح , انا خايف عليكي حرقوا الاخضر واليابس , يلعن ابو المصاري ع ابو البيوت ع ابو الاوطان كلها , أي هو الوطن بدون الانشان شو بسوى ? لك يلا مشي",,,,,,,
4371,"عاطف : صباح لك فوتي اختي , شو الدعوة ? اخ قصي يا ميت اهلا وسهلا",,,,,,,
4372,صباح : وحضرتك مين بلا زغرة ?,,,,,,,
4373,عاطف : اخوكي عاطف مدير عام الكرفي شوب,,,,,,,
4374,"صباح : اخي عاطف , قال جمعة زمان وبنرجع ?",,,,,,,
4375,"عاطف : اه خودي منو لقصي جمعة وبترجعي , انا فلسطيني صارلي 80 سنة هون لسى ما كملت ال 100",,,,,,,
4376,"صباح : ايه طمنتني , يفرح قلبلك يا حق",,,,,,,
4377,"عاطف : تفضل اخ قصي , بس عفوا عندي سؤال , حضرتك قصي خولي الممثل ?",,,,,,,
4378,قصي : لا بس بشبهوا كتير,,,,,,,
4379,"عاطف : الخالق الناطق هو , اتفضلوا . . . ( ينظر الى مهند يراه واقفا ومسطول ) انت بس خليك مبلم فيه . . . اسمع هدولا السوية مسخمين مفلسين ENGLISHTEXT , أي اشي بطلبوا سجلوا ع حساب الليبية .",,,,,,,
4380,المشهد الثالث :,,,,,,,
4381,"الدنيا مساء , الجميع جالس حول النار . عاطف جالس في الوسط يؤرجل ومهند يهوي على الارجيلة , الجميع جالس حول عاطف كأنه قائد المجموعة . الجميع فارش فرشاته على الارض , كاسات شاي اما الجميع .",,,,,,,
